"Date","P/E","P/B","Div Yield"
"04-Apr-2012","       18.33","        2.90","        1.49"
"09-Apr-2012","       18.02","        2.85","        1.51"
"10-Apr-2012","       18.05","        2.85","        1.51"
"11-Apr-2012","       17.98","        2.84","        1.52"
"12-Apr-2012","       18.15","        2.87","        1.50"
"13-Apr-2012","       17.85","        2.83","        1.52"
"16-Apr-2012","       17.96","        2.85","        1.51"
"17-Apr-2012","       18.17","        2.89","        1.50"
"18-Apr-2012","       18.19","        2.89","        1.49"
"19-Apr-2012","       18.23","        2.90","        1.49"
"20-Apr-2012","       18.09","        2.88","        1.50"
"23-Apr-2012","       17.78","        2.83","        1.52"
"24-Apr-2012","       17.82","        2.84","        1.52"
"25-Apr-2012","       17.75","        2.83","        1.53"
"26-Apr-2012","       17.69","        2.82","        1.53"
"27-Apr-2012","       17.83","        2.87","        1.53"
"28-Apr-2012","       17.89","        2.88","        1.52"
"30-Apr-2012","       18.03","        2.91","        1.51"
"02-May-2012","       17.91","        2.90","        1.51"
"03-May-2012","       17.73","        2.87","        1.53"
"04-May-2012","       17.38","        2.82","        1.56"
"07-May-2012","       17.51","        2.84","        1.54"
"08-May-2012","       17.11","        2.78","        1.58"
"09-May-2012","       16.97","        2.76","        1.59"
"10-May-2012","       16.94","        2.76","        1.59"
"11-May-2012","       16.81","        2.74","        1.60"
"14-May-2012","       16.87","        2.73","        1.61"
"15-May-2012","       16.95","        2.75","        1.60"
"16-May-2012","       16.66","        2.70","        1.63"
"17-May-2012","       16.69","        2.71","        1.62"
"18-May-2012","       16.74","        2.72","        1.62"
"21-May-2012","       16.57","        2.73","        1.61"
"22-May-2012","       16.42","        2.70","        1.63"
"23-May-2012","       16.32","        2.69","        1.63"
"24-May-2012","       16.60","        2.73","        1.61"
"25-May-2012","       16.61","        2.73","        1.61"
"28-May-2012","       16.83","        2.77","        1.59"
"29-May-2012","       16.80","        2.77","        1.59"
"30-May-2012","       16.63","        2.74","        1.64"
"31-May-2012","       16.57","        2.73","        1.64"
"01-Jun-2012","       16.29","        2.68","        1.67"
"04-Jun-2012","       15.96","        2.68","        1.67"
"05-Jun-2012","       16.02","        2.66","        1.67"
"06-Jun-2012","       16.45","        2.71","        1.59"
"07-Jun-2012","       16.62","        2.74","        1.57"
"08-Jun-2012","       16.52","        2.75","        1.57"
"11-Jun-2012","       16.47","        2.74","        1.57"
"12-Jun-2012","       16.66","        2.77","        1.55"
"13-Jun-2012","       16.67","        2.77","        1.55"
"14-Jun-2012","       16.43","        2.74","        1.57"
"15-Jun-2012","       16.69","        2.78","        1.55"
"18-Jun-2012","       16.45","        2.74","        1.57"
"19-Jun-2012","       16.56","        2.76","        1.56"
"20-Jun-2012","       16.63","        2.77","        1.55"
"21-Jun-2012","       16.78","        2.79","        1.54"
"22-Jun-2012","       16.73","        2.78","        1.55"
"25-Jun-2012","       16.63","        2.77","        1.55"
"26-Jun-2012","       16.67","        2.77","        1.55"
"27-Jun-2012","       16.74","        2.79","        1.54"
"28-Jun-2012","       16.76","        2.79","        1.54"
"29-Jun-2012","       17.18","        2.86","        1.50"
"02-Jul-2012","       17.19","        2.86","        1.50"
"03-Jul-2012","       17.25","        2.87","        1.50"
"04-Jul-2012","       17.30","        2.88","        1.49"
"05-Jul-2012","       17.38","        2.89","        1.49"
"06-Jul-2012","       17.34","        2.89","        1.49"
"09-Jul-2012","       17.20","        2.86","        1.50"
"10-Jul-2012","       17.42","        2.90","        1.48"
"11-Jul-2012","       17.30","        2.88","        1.49"
"12-Jul-2012","       17.09","        2.84","        1.51"
"13-Jul-2012","       16.93","        2.84","        1.51"
"16-Jul-2012","       16.81","        2.83","        1.52"
"17-Jul-2012","       16.78","        2.82","        1.53"
"18-Jul-2012","       16.84","        2.83","        1.52"
"19-Jul-2012","       16.90","        2.84","        1.51"
"20-Jul-2012","       16.82","        2.83","        1.52"
"23-Jul-2012","       16.62","        2.78","        1.55"
"24-Jul-2012","       16.59","        2.79","        1.54"
"25-Jul-2012","       16.53","        2.75","        1.56"
"26-Jul-2012","       16.33","        2.71","        1.58"
"27-Jul-2012","       16.37","        2.73","        1.57"
"30-Jul-2012","       16.68","        2.79","        1.54"
"31-Jul-2012","       16.76","        2.80","        1.53"
"01-Aug-2012","       16.81","        2.81","        1.53"
"02-Aug-2012","       16.77","        2.81","        1.53"
"03-Aug-2012","       16.71","        2.80","        1.53"
"06-Aug-2012","       16.90","        2.83","        1.51"
"07-Aug-2012","       17.06","        2.86","        1.50"
"08-Aug-2012","       17.05","        2.86","        1.50"
"09-Aug-2012","       16.98","        2.85","        1.51"
"10-Aug-2012","       16.97","        2.85","        1.51"
"13-Aug-2012","       17.14","        2.87","        1.49"
"14-Aug-2012","       17.43","        2.88","        1.51"
"16-Aug-2012","       17.50","        2.83","        1.50"
"17-Aug-2012","       17.98","        2.77","        1.53"
"21-Aug-2012","       18.17","        2.80","        1.52"
"22-Aug-2012","       18.13","        2.79","        1.52"
"23-Aug-2012","       18.13","        2.79","        1.52"
"24-Aug-2012","       18.04","        2.78","        1.53"
"27-Aug-2012","       17.91","        2.76","        1.54"
"28-Aug-2012","       17.85","        2.75","        1.54"
"29-Aug-2012","       17.70","        2.73","        1.56"
"30-Aug-2012","       17.79","        2.74","        1.55"
"31-Aug-2012","       17.63","        2.72","        1.56"
"03-Sep-2012","       17.61","        2.71","        1.57"
"04-Sep-2012","       17.69","        2.73","        1.56"
"05-Sep-2012","       17.54","        2.70","        1.57"
"06-Sep-2012","       17.59","        2.71","        1.57"
"07-Sep-2012","       17.91","        2.76","        1.54"
"08-Sep-2012","       17.97","        2.77","        1.53"
"10-Sep-2012","       18.00","        2.77","        1.53"
"11-Sep-2012","       18.09","        2.79","        1.52"
"12-Sep-2012","       18.21","        2.81","        1.51"
"13-Sep-2012","       18.21","        2.80","        1.51"
"14-Sep-2012","       18.64","        2.87","        1.48"
"17-Sep-2012","       18.78","        2.89","        1.47"
"18-Sep-2012","       18.78","        2.89","        1.47"
"20-Sep-2012","       18.65","        2.87","        1.48"
"21-Sep-2012","       19.09","        2.94","        1.44"
"24-Sep-2012","       19.04","        2.93","        1.45"
"25-Sep-2012","       19.07","        2.93","        1.45"
"26-Sep-2012","       19.04","        2.93","        1.45"
"27-Sep-2012","       19.03","        2.91","        1.45"
"28-Sep-2012","       19.29","        2.98","        1.42"
"01-Oct-2012","       19.35","        2.99","        1.42"
"03-Oct-2012","       19.40","        3.00","        1.42"
"04-Oct-2012","       19.59","        3.01","        1.41"
"05-Oct-2012","       19.46","        2.99","        1.42"
"08-Oct-2012","       19.23","        2.95","        1.43"
"09-Oct-2012","       19.33","        2.97","        1.42"
"10-Oct-2012","       19.15","        2.94","        1.44"
"11-Oct-2012","       19.33","        2.97","        1.42"
"12-Oct-2012","       19.18","        2.96","        1.43"
"15-Oct-2012","       19.20","        2.96","        1.43"
"16-Oct-2012","       19.02","        2.93","        1.42"
"17-Oct-2012","       19.03","        2.92","        1.41"
"18-Oct-2012","       19.23","        2.95","        1.39"
"19-Oct-2012","       19.09","        2.93","        1.40"
"22-Oct-2012","       19.05","        2.95","        1.39"
"23-Oct-2012","       18.90","        2.92","        1.42"
"25-Oct-2012","       18.94","        2.90","        1.42"
"26-Oct-2012","       18.69","        2.87","        1.43"
"29-Oct-2012","       18.65","        2.87","        1.43"
"30-Oct-2012","       18.42","        2.83","        1.45"
"31-Oct-2012","       18.46","        2.85","        1.44"
"01-Nov-2012","       18.53","        2.86","        1.43"
"02-Nov-2012","       18.66","        2.89","        1.42"
"05-Nov-2012","       18.66","        2.87","        1.43"
"06-Nov-2012","       18.70","        2.88","        1.43"
"07-Nov-2012","       18.81","        2.88","        1.43"
"08-Nov-2012","       18.67","        2.87","        1.43"
"09-Nov-2012","       18.48","        2.84","        1.45"
"12-Nov-2012","       17.70","        2.85","        1.44"
"13-Nov-2012","       17.66","        2.84","        1.44"
"15-Nov-2012","       17.57","        2.82","        1.45"
"16-Nov-2012","       17.40","        2.80","        1.46"
"19-Nov-2012","       17.37","        2.79","        1.46"
"20-Nov-2012","       17.36","        2.79","        1.46"
"21-Nov-2012","       17.48","        2.81","        1.45"
"22-Nov-2012","       17.54","        2.82","        1.45"
"23-Nov-2012","       17.54","        2.82","        1.45"
"26-Nov-2012","       17.59","        2.82","        1.44"
"27-Nov-2012","       17.87","        2.86","        1.42"
"29-Nov-2012","       18.16","        2.91","        1.40"
"30-Nov-2012","       18.32","        2.93","        1.39"
"03-Dec-2012","       18.32","        2.93","        1.39"
"04-Dec-2012","       18.38","        2.94","        1.39"
"05-Dec-2012","       18.42","        2.95","        1.39"
"06-Dec-2012","       18.52","        2.97","        1.38"
"07-Dec-2012","       18.44","        2.95","        1.38"
"10-Dec-2012","       18.46","        2.96","        1.38"
"11-Dec-2012","       18.42","        2.95","        1.39"
"12-Dec-2012","       18.40","        2.95","        1.39"
"13-Dec-2012","       18.27","        2.93","        1.40"
"14-Dec-2012","       18.37","        2.94","        1.39"
"17-Dec-2012","       18.34","        2.94","        1.39"
"18-Dec-2012","       18.48","        2.96","        1.38"
"19-Dec-2012","       18.59","        2.98","        1.37"
"20-Dec-2012","       18.56","        2.97","        1.38"
"21-Dec-2012","       18.34","        2.94","        1.39"
"24-Dec-2012","       18.36","        2.94","        1.39"
"26-Dec-2012","       18.51","        2.96","        1.38"
"27-Dec-2012","       18.41","        2.95","        1.39"
"28-Dec-2012","       18.53","        2.97","        1.38"
