"Date","P/E","P/B","Div Yield"
"30-Jun-2020","       26.89","        3.05","        1.48"
"01-Jul-2020","       27.46","        3.09","        1.47"
"02-Jul-2020","       28.08","        3.12","        1.45"
"03-Jul-2020","       28.23","        3.14","        1.44"
"06-Jul-2020","       28.56","        3.17","        1.43"
"07-Jul-2020","       28.66","        3.18","        1.42"
"08-Jul-2020","       28.43","        3.16","        1.43"
"09-Jul-2020","       28.68","        3.19","        1.42"
"10-Jul-2020","       28.68","        3.17","        1.43"
"13-Jul-2020","       28.77","        3.18","        1.42"
"14-Jul-2020","       28.29","        3.13","        1.45"
"15-Jul-2020","       28.30","        3.13","        1.45"
"16-Jul-2020","       28.58","        3.16","        1.43"
"17-Jul-2020","       28.96","        3.21","        1.41"
"20-Jul-2020","       29.26","        3.25","        1.39"
"21-Jul-2020","       29.39","        3.28","        1.38"
"22-Jul-2020","       29.31","        3.27","        1.38"
"23-Jul-2020","       29.58","        3.30","        1.37"
"24-Jul-2020","       29.66","        3.29","        1.38"
"27-Jul-2020","       29.49","        3.27","        1.39"
"28-Jul-2020","       30.12","        3.24","        1.43"
"29-Jul-2020","       29.93","        3.19","        1.47"
"30-Jul-2020","       29.83","        3.17","        1.48"
"31-Jul-2020","       30.54","        3.20","        1.43"
"03-Aug-2020","       30.08","        3.15","        1.45"
"04-Aug-2020","       30.71","        3.20","        1.42"
"05-Aug-2020","       30.72","        3.20","        1.42"
"06-Aug-2020","       30.97","        3.23","        1.41"
"07-Aug-2020","       31.05","        3.24","        1.41"
"10-Aug-2020","       31.57","        3.26","        1.40"
"11-Aug-2020","       31.51","        3.27","        1.40"
"12-Aug-2020","       31.47","        3.26","        1.40"
"13-Aug-2020","       31.60","        3.26","        1.40"
"14-Aug-2020","       31.25","        3.23","        1.41"
"17-Aug-2020","       31.74","        3.25","        1.40"
"18-Aug-2020","       32.13","        3.29","        1.39"
"19-Aug-2020","       32.19","        3.29","        1.39"
"20-Aug-2020","       32.04","        3.25","        1.42"
"21-Aug-2020","       32.20","        3.24","        1.40"
"24-Aug-2020","       32.48","        3.27","        1.39"
"25-Aug-2020","       32.62","        3.27","        1.39"
"26-Aug-2020","       32.81","        3.29","        1.38"
"27-Aug-2020","       32.85","        3.30","        1.38"
"28-Aug-2020","       33.10","        3.32","        1.37"
"31-Aug-2020","       32.40","        3.25","        1.40"
"01-Sep-2020","       32.66","        3.27","        1.39"
"02-Sep-2020","       32.87","        3.29","        1.38"
"03-Sep-2020","       33.19","        3.29","        1.39"
"04-Sep-2020","       32.63","        3.24","        1.41"
"07-Sep-2020","       32.64","        3.24","        1.41"
"08-Sep-2020","       32.52","        3.23","        1.41"
"09-Sep-2020","       32.41","        3.22","        1.42"
"10-Sep-2020","       32.88","        3.26","        1.40"
"11-Sep-2020","       32.95","        3.27","        1.39"
"14-Sep-2020","       32.89","        3.26","        1.40"
"15-Sep-2020","       33.13","        3.25","        1.37"
"16-Sep-2020","       33.36","        3.27","        1.39"
"17-Sep-2020","       33.11","        3.25","        1.40"
"18-Sep-2020","       33.12","        3.25","        1.40"
"21-Sep-2020","       32.34","        3.17","        1.43"
"22-Sep-2020","       32.05","        3.14","        1.45"
"23-Sep-2020","       31.98","        3.13","        1.45"
"24-Sep-2020","       31.07","        3.05","        1.49"
"25-Sep-2020","       32.45","        3.18","        1.43"
"28-Sep-2020","       33.00","        3.24","        1.40"
"29-Sep-2020","       32.97","        3.24","        1.40"
"30-Sep-2020","       33.06","        3.24","        1.40"
"01-Oct-2020","       33.52","        3.29","        1.38"
"05-Oct-2020","       33.76","        3.31","        1.37"
"06-Oct-2020","       34.18","        3.35","        1.36"
"07-Oct-2020","       34.36","        3.37","        1.35"
"08-Oct-2020","       34.63","        3.40","        1.34"
"09-Oct-2020","       34.88","        3.41","        1.33"
"12-Oct-2020","       34.91","        3.42","        1.33"
"13-Oct-2020","       34.90","        3.42","        1.33"
"14-Oct-2020","       35.03","        3.43","        1.32"
"15-Oct-2020","       34.21","        3.35","        1.36"
"16-Oct-2020","       34.34","        3.37","        1.35"
"19-Oct-2020","       34.63","        3.40","        1.33"
"20-Oct-2020","       34.52","        3.41","        1.33"
"21-Oct-2020","       34.61","        3.42","        1.33"
"22-Oct-2020","       34.49","        3.41","        1.33"
"23-Oct-2020","       34.58","        3.42","        1.33"
"26-Oct-2020","       34.21","        3.37","        1.35"
"27-Oct-2020","       34.74","        3.41","        1.33"
"28-Oct-2020","       34.23","        3.37","        1.35"
"29-Oct-2020","       32.13","        3.35","        1.35"
"30-Oct-2020","       32.43","        3.35","        1.36"
"02-Nov-2020","       32.02","        3.35","        1.35"
"03-Nov-2020","       32.45","        3.39","        1.34"
"04-Nov-2020","       32.89","        3.42","        1.33"
"05-Nov-2020","       33.45","        3.48","        1.31"
"06-Nov-2020","       33.56","        3.52","        1.29"
"09-Nov-2020","       34.03","        3.57","        1.27"
"10-Nov-2020","       34.50","        3.61","        1.26"
"11-Nov-2020","       34.83","        3.65","        1.25"
"12-Nov-2020","       34.83","        3.63","        1.25"
"13-Nov-2020","       34.91","        3.65","        1.25"
"14-Nov-2020","       35.08","        3.66","        1.24"
"17-Nov-2020","       35.22","        3.69","        1.23"
"18-Nov-2020","       35.80","        3.71","        1.22"
"19-Nov-2020","       35.36","        3.66","        1.24"
"20-Nov-2020","       35.63","        3.69","        1.23"
"23-Nov-2020","       35.83","        3.71","        1.22"
"24-Nov-2020","       36.16","        3.75","        1.21"
"25-Nov-2020","       35.62","        3.69","        1.23"
"26-Nov-2020","       35.97","        3.73","        1.22"
"27-Nov-2020","       35.95","        3.72","        1.22"
"01-Dec-2020","       36.35","        3.76","        1.21"
"02-Dec-2020","       36.40","        3.77","        1.20"
"03-Dec-2020","       36.50","        3.78","        1.20"
"04-Dec-2020","       36.82","        3.81","        1.19"
"07-Dec-2020","       37.10","        3.84","        1.18"
"08-Dec-2020","       37.25","        3.86","        1.17"
"09-Dec-2020","       37.58","        3.89","        1.16"
"10-Dec-2020","       37.47","        3.88","        1.17"
"11-Dec-2020","       37.57","        3.89","        1.16"
"14-Dec-2020","       37.70","        3.90","        1.16"
"15-Dec-2020","       37.71","        3.90","        1.16"
"16-Dec-2020","       38.01","        3.93","        1.15"
"17-Dec-2020","       38.13","        3.95","        1.15"
"18-Dec-2020","       38.19","        3.95","        1.14"
"21-Dec-2020","       36.97","        3.83","        1.18"
"22-Dec-2020","       37.38","        3.87","        1.17"
"23-Dec-2020","       37.79","        3.91","        1.16"
"24-Dec-2020","       38.16","        3.95","        1.15"
"28-Dec-2020","       38.50","        3.99","        1.14"
"29-Dec-2020","       38.64","        4.00","        1.13"
"30-Dec-2020","       38.78","        4.01","        1.13"
