"Date","P/E","P/B","Div Yield"
"31-May-2018","       28.03","        3.65","        1.22"
"01-Jun-2018","       27.90","        3.64","        1.22"
"04-Jun-2018","       27.71","        3.61","        1.23"
"05-Jun-2018","       27.59","        3.60","        1.24"
"06-Jun-2018","       27.86","        3.63","        1.22"
"07-Jun-2018","       28.09","        3.66","        1.21"
"08-Jun-2018","       28.16","        3.67","        1.21"
"11-Jun-2018","       28.25","        3.67","        1.21"
"12-Jun-2018","       28.40","        3.69","        1.20"
"13-Jun-2018","       28.34","        3.69","        1.20"
"14-Jun-2018","       28.22","        3.68","        1.21"
"15-Jun-2018","       28.21","        3.68","        1.21"
"18-Jun-2018","       27.41","        3.67","        1.21"
"19-Jun-2018","       27.19","        3.64","        1.22"
"20-Jun-2018","       27.31","        3.66","        1.21"
"21-Jun-2018","       27.21","        3.65","        1.22"
"22-Jun-2018","       27.40","        3.67","        1.21"
"25-Jun-2018","       27.22","        3.65","        1.22"
"26-Jun-2018","       27.48","        3.65","        1.22"
"27-Jun-2018","       27.15","        3.62","        1.23"
"28-Jun-2018","       26.95","        3.59","        1.24"
"29-Jun-2018","       27.34","        3.56","        1.21"
"02-Jul-2018","       27.19","        3.54","        1.22"
"03-Jul-2018","       27.47","        3.56","        1.21"
"04-Jul-2018","       27.61","        3.58","        1.20"
"05-Jul-2018","       28.25","        3.57","        1.21"
"06-Jul-2018","       28.20","        3.58","        1.20"
"09-Jul-2018","       28.41","        3.60","        1.19"
"10-Jul-2018","       28.67","        3.64","        1.18"
"11-Jul-2018","       28.78","        3.63","        1.19"
"12-Jul-2018","       28.94","        3.65","        1.18"
"13-Jul-2018","       28.91","        3.65","        1.18"
"16-Jul-2018","       28.64","        3.61","        1.19"
"17-Jul-2018","       28.84","        3.64","        1.18"
"18-Jul-2018","       28.73","        3.63","        1.19"
"19-Jul-2018","       28.66","        3.62","        1.19"
"20-Jul-2018","       28.80","        3.53","        1.22"
"23-Jul-2018","       29.04","        3.56","        1.21"
"24-Jul-2018","       29.25","        3.59","        1.20"
"25-Jul-2018","       29.24","        3.59","        1.20"
"26-Jul-2018","       29.36","        3.60","        1.19"
"27-Jul-2018","       29.64","        3.63","        1.19"
"30-Jul-2018","       29.78","        3.65","        1.19"
"31-Jul-2018","       29.88","        3.66","        1.19"
"01-Aug-2018","       29.82","        3.66","        1.19"
"02-Aug-2018","       29.58","        3.63","        1.20"
"03-Aug-2018","       29.88","        3.66","        1.18"
"06-Aug-2018","       29.79","        3.67","        1.18"
"07-Aug-2018","       29.79","        3.67","        1.18"
"08-Aug-2018","       29.73","        3.69","        1.18"
"09-Aug-2018","       29.63","        3.70","        1.17"
"10-Aug-2018","       29.33","        3.68","        1.18"
"13-Aug-2018","       29.28","        3.65","        1.19"
"14-Aug-2018","       29.50","        3.68","        1.18"
"16-Aug-2018","       29.36","        3.66","        1.18"
"17-Aug-2018","       29.61","        3.69","        1.17"
"20-Aug-2018","       29.78","        3.72","        1.16"
"21-Aug-2018","       29.84","        3.73","        1.16"
"23-Aug-2018","       29.89","        3.74","        1.16"
"24-Aug-2018","       29.56","        3.73","        1.16"
"27-Aug-2018","       30.19","        3.77","        1.15"
"28-Aug-2018","       30.13","        3.78","        1.15"
"29-Aug-2018","       30.06","        3.72","        1.14"
"30-Aug-2018","       30.04","        3.72","        1.14"
"31-Aug-2018","       29.89","        3.72","        1.14"
"03-Sep-2018","       29.65","        3.69","        1.15"
"04-Sep-2018","       29.38","        3.66","        1.16"
"05-Sep-2018","       29.27","        3.64","        1.17"
"06-Sep-2018","       29.43","        3.66","        1.16"
"07-Sep-2018","       29.59","        3.68","        1.15"
"10-Sep-2018","       29.18","        3.63","        1.17"
"11-Sep-2018","       28.78","        3.58","        1.19"
"12-Sep-2018","       28.98","        3.60","        1.18"
"14-Sep-2018","       29.37","        3.65","        1.16"
"17-Sep-2018","       29.03","        3.61","        1.17"
"18-Sep-2018","       28.64","        3.59","        1.19"
"19-Sep-2018","       28.53","        3.57","        1.19"
"21-Sep-2018","       28.25","        3.54","        1.20"
"24-Sep-2018","       27.75","        3.48","        1.22"
"25-Sep-2018","       28.00","        3.51","        1.21"
"26-Sep-2018","       27.98","        3.45","        1.22"
"27-Sep-2018","       27.75","        3.42","        1.23"
"28-Sep-2018","       27.58","        3.52","        1.20"
"01-Oct-2018","       27.75","        3.54","        1.19"
"03-Oct-2018","       27.38","        3.49","        1.21"
"04-Oct-2018","       26.75","        3.41","        1.24"
"05-Oct-2018","       26.05","        3.32","        1.27"
"08-Oct-2018","       26.08","        3.33","        1.27"
"09-Oct-2018","       25.96","        3.31","        1.27"
"10-Oct-2018","       26.41","        3.37","        1.25"
"11-Oct-2018","       25.85","        3.30","        1.28"
"12-Oct-2018","       26.45","        3.37","        1.25"
"15-Oct-2018","       26.55","        3.39","        1.25"
"16-Oct-2018","       26.68","        3.41","        1.24"
"17-Oct-2018","       26.30","        3.37","        1.25"
"19-Oct-2018","       25.94","        3.32","        1.27"
"22-Oct-2018","       25.76","        3.30","        1.28"
"23-Oct-2018","       25.51","        3.27","        1.29"
"24-Oct-2018","       25.69","        3.29","        1.28"
"25-Oct-2018","       25.47","        3.26","        1.29"
"26-Oct-2018","       25.25","        3.23","        1.30"
"29-Oct-2018","       25.82","        3.31","        1.28"
"30-Oct-2018","       25.73","        3.29","        1.28"
"31-Oct-2018","       26.20","        3.35","        1.24"
"01-Nov-2018","       26.21","        3.35","        1.24"
"02-Nov-2018","       26.64","        3.40","        1.22"
"05-Nov-2018","       26.59","        3.39","        1.22"
"06-Nov-2018","       26.56","        3.39","        1.23"
"07-Nov-2018","       26.73","        3.41","        1.22"
"09-Nov-2018","       26.71","        3.41","        1.22"
"12-Nov-2018","       26.44","        3.38","        1.23"
"13-Nov-2018","       26.67","        3.41","        1.22"
"14-Nov-2018","       26.66","        3.41","        1.22"
"15-Nov-2018","       26.76","        3.42","        1.22"
"16-Nov-2018","       26.92","        3.44","        1.21"
"19-Nov-2018","       27.12","        3.46","        1.20"
"20-Nov-2018","       26.83","        3.42","        1.21"
"21-Nov-2018","       26.80","        3.41","        1.21"
"22-Nov-2018","       26.64","        3.39","        1.22"
"26-Nov-2018","       26.93","        3.42","        1.21"
"27-Nov-2018","       27.17","        3.43","        1.21"
"28-Nov-2018","       27.25","        3.44","        1.20"
"29-Nov-2018","       27.56","        3.48","        1.19"
"30-Nov-2018","       27.63","        3.49","        1.19"
"03-Dec-2018","       27.66","        3.49","        1.19"
"04-Dec-2018","       27.61","        3.49","        1.19"
"05-Dec-2018","       27.37","        3.46","        1.20"
"06-Dec-2018","       26.91","        3.40","        1.22"
"07-Dec-2018","       27.13","        3.43","        1.21"
"10-Dec-2018","       26.62","        3.36","        1.23"
"11-Dec-2018","       26.80","        3.39","        1.22"
"12-Dec-2018","       27.30","        3.45","        1.20"
"13-Dec-2018","       27.45","        3.47","        1.19"
"14-Dec-2018","       27.50","        3.47","        1.19"
"17-Dec-2018","       27.71","        3.50","        1.18"
"18-Dec-2018","       27.77","        3.51","        1.18"
"19-Dec-2018","       27.95","        3.53","        1.17"
"20-Dec-2018","       27.90","        3.53","        1.17"
"21-Dec-2018","       27.41","        3.46","        1.19"
"24-Dec-2018","       27.16","        3.43","        1.21"
"26-Dec-2018","       27.32","        3.45","        1.20"
"27-Dec-2018","       27.44","        3.47","        1.19"
"28-Dec-2018","       27.57","        3.49","        1.20"
"31-Dec-2018","       27.59","        3.45","        1.19"
