"Date","P/E","P/B","Div Yield"
"01-Jan-2013","       18.69","        2.99","        1.37"
"02-Jan-2013","       18.82","        3.01","        1.36"
"03-Jan-2013","       18.88","        3.02","        1.35"
"04-Jan-2013","       18.90","        3.03","        1.35"
"07-Jan-2013","       18.83","        3.01","        1.36"
"08-Jan-2013","       18.86","        3.02","        1.35"
"09-Jan-2013","       18.77","        3.01","        1.36"
"10-Jan-2013","       18.75","        3.00","        1.36"
"11-Jan-2013","       18.67","        2.99","        1.37"
"14-Jan-2013","       18.90","        3.03","        1.35"
"15-Jan-2013","       18.97","        3.04","        1.34"
"16-Jan-2013","       18.77","        3.01","        1.36"
"17-Jan-2013","       18.87","        3.03","        1.35"
"18-Jan-2013","       18.82","        3.04","        1.35"
"21-Jan-2013","       18.79","        3.05","        1.34"
"22-Jan-2013","       18.57","        3.03","        1.35"
"23-Jan-2013","       18.57","        3.03","        1.35"
"24-Jan-2013","       18.37","        3.01","        1.36"
"25-Jan-2013","       18.55","        3.04","        1.35"
"28-Jan-2013","       18.52","        3.04","        1.35"
"29-Jan-2013","       18.43","        3.02","        1.35"
"30-Jan-2013","       18.42","        3.03","        1.35"
"31-Jan-2013","       18.30","        3.02","        1.35"
"01-Feb-2013","       18.24","        3.01","        1.36"
"04-Feb-2013","       18.23","        3.00","        1.36"
"05-Feb-2013","       18.13","        2.98","        1.37"
"06-Feb-2013","       18.14","        2.99","        1.37"
"07-Feb-2013","       18.05","        2.98","        1.37"
"08-Feb-2013","       17.94","        2.96","        1.39"
"11-Feb-2013","       17.97","        2.95","        1.38"
"12-Feb-2013","       18.06","        2.97","        1.38"
"13-Feb-2013","       18.27","        2.97","        1.38"
"14-Feb-2013","       18.18","        2.95","        1.39"
"15-Feb-2013","       18.13","        2.94","        1.39"
"18-Feb-2013","       18.20","        2.95","        1.38"
"19-Feb-2013","       18.43","        2.98","        1.37"
"20-Feb-2013","       18.51","        2.98","        1.37"
"21-Feb-2013","       18.20","        2.93","        1.40"
"22-Feb-2013","       18.18","        2.93","        1.40"
"25-Feb-2013","       18.18","        2.93","        1.40"
"26-Feb-2013","       17.90","        2.88","        1.42"
"27-Feb-2013","       17.92","        2.90","        1.41"
"28-Feb-2013","       17.58","        2.85","        1.44"
"01-Mar-2013","       17.68","        2.87","        1.43"
"04-Mar-2013","       17.60","        2.85","        1.43"
"05-Mar-2013","       17.86","        2.90","        1.41"
"06-Mar-2013","       17.97","        2.91","        1.40"
"07-Mar-2013","       18.09","        2.93","        1.39"
"08-Mar-2013","       18.34","        2.97","        1.38"
"11-Mar-2013","       18.28","        2.96","        1.38"
"12-Mar-2013","       18.18","        2.94","        1.39"
"13-Mar-2013","       17.98","        2.91","        1.41"
"14-Mar-2013","       18.15","        2.94","        1.39"
"15-Mar-2013","       18.05","        2.92","        1.40"
"18-Mar-2013","       17.95","        2.91","        1.41"
"19-Mar-2013","       17.66","        2.86","        1.43"
"20-Mar-2013","       17.47","        2.83","        1.45"
"21-Mar-2013","       17.36","        2.81","        1.46"
"22-Mar-2013","       17.34","        2.81","        1.46"
"25-Mar-2013","       17.28","        2.80","        1.46"
"26-Mar-2013","       17.30","        2.80","        1.46"
"28-Mar-2013","       17.45","        2.82","        1.45"
"01-Apr-2013","       17.51","        2.84","        1.45"
"02-Apr-2013","       17.66","        2.87","        1.43"
"03-Apr-2013","       17.43","        2.83","        1.45"
"04-Apr-2013","       17.13","        2.78","        1.48"
"05-Apr-2013","       17.08","        2.77","        1.48"
"08-Apr-2013","       17.06","        2.77","        1.49"
"09-Apr-2013","       16.91","        2.75","        1.50"
"10-Apr-2013","       17.10","        2.78","        1.48"
"11-Apr-2013","       17.20","        2.79","        1.47"
"12-Apr-2013","       17.05","        2.77","        1.49"
"15-Apr-2013","       17.14","        2.79","        1.48"
"16-Apr-2013","       17.49","        2.84","        1.45"
"17-Apr-2013","       17.38","        2.84","        1.45"
"18-Apr-2013","       17.66","        2.89","        1.42"
"22-Apr-2013","       17.83","        2.92","        1.41"
"23-Apr-2013","       17.83","        2.92","        1.41"
"25-Apr-2013","       18.05","        2.95","        1.39"
"26-Apr-2013","       17.81","        2.93","        1.40"
"29-Apr-2013","       17.89","        2.95","        1.39"
"30-Apr-2013","       17.98","        2.97","        1.39"
"02-May-2013","       18.19","        3.00","        1.37"
"03-May-2013","       18.04","        2.98","        1.38"
"06-May-2013","       18.13","        2.99","        1.38"
"07-May-2013","       18.35","        3.03","        1.36"
"08-May-2013","       18.36","        3.04","        1.35"
"09-May-2013","       18.26","        3.03","        1.36"
"10-May-2013","       18.38","        3.05","        1.35"
"11-May-2013","       18.42","        3.06","        1.35"
"13-May-2013","       17.97","        3.00","        1.37"
