"Date","P/E","P/B","Div Yield"
"22-Jun-2011","       18.52","        3.25","        1.30"
"23-Jun-2011","       18.65","        3.26","        1.30"
"24-Jun-2011","       19.15","        3.35","        1.26"
"27-Jun-2011","       19.37","        3.39","        1.25"
"28-Jun-2011","       19.42","        3.37","        1.25"
"29-Jun-2011","       19.59","        3.40","        1.24"
"30-Jun-2011","       19.74","        3.43","        1.23"
"01-Jul-2011","       19.70","        3.42","        1.24"
"04-Jul-2011","       19.80","        3.44","        1.23"
"05-Jul-2011","       19.74","        3.43","        1.23"
"06-Jul-2011","       19.73","        3.43","        1.23"
"07-Jul-2011","       20.07","        3.48","        1.21"
"08-Jul-2011","       19.81","        3.44","        1.23"
"11-Jul-2011","       19.62","        3.41","        1.24"
"12-Jul-2011","       19.29","        3.36","        1.26"
"13-Jul-2011","       19.50","        3.40","        1.24"
"14-Jul-2011","       19.56","        3.41","        1.24"
"15-Jul-2011","       19.48","        3.40","        1.24"
"18-Jul-2011","       19.46","        3.40","        1.25"
"19-Jul-2011","       19.59","        3.42","        1.24"
"20-Jul-2011","       19.37","        3.39","        1.25"
"21-Jul-2011","       19.26","        3.37","        1.25"
"22-Jul-2011","       19.55","        3.42","        1.24"
"25-Jul-2011","       19.69","        3.45","        1.23"
"26-Jul-2011","       19.29","        3.39","        1.25"
"27-Jul-2011","       19.16","        3.38","        1.25"
"28-Jul-2011","       18.93","        3.34","        1.27"
"29-Jul-2011","       18.78","        3.33","        1.27"
"01-Aug-2011","       18.79","        3.34","        1.26"
"02-Aug-2011","       18.59","        3.31","        1.28"
"03-Aug-2011","       18.43","        3.23","        1.22"
"04-Aug-2011","       18.24","        3.19","        1.24"
"05-Aug-2011","       17.84","        3.12","        1.26"
"08-Aug-2011","       17.55","        3.07","        1.28"
"09-Aug-2011","       17.36","        3.04","        1.30"
"10-Aug-2011","       17.67","        3.10","        1.27"
"11-Aug-2011","       17.59","        3.08","        1.28"
"12-Aug-2011","       17.38","        3.04","        1.29"
"16-Aug-2011","       17.24","        3.02","        1.30"
"17-Aug-2011","       17.35","        3.03","        1.30"
"18-Aug-2011","       16.96","        2.81","        1.52"
"19-Aug-2011","       16.65","        2.76","        1.55"
"22-Aug-2011","       16.84","        2.79","        1.53"
"23-Aug-2011","       17.00","        2.82","        1.51"
"24-Aug-2011","       16.80","        2.78","        1.53"
"25-Aug-2011","       16.62","        2.76","        1.55"
"26-Aug-2011","       16.30","        2.70","        1.58"
"29-Aug-2011","       16.87","        2.80","        1.53"
"30-Aug-2011","       17.13","        2.84","        1.50"
"02-Sep-2011","       17.28","        2.86","        1.49"
"05-Sep-2011","       17.23","        2.86","        1.49"
"06-Sep-2011","       17.36","        2.88","        1.48"
"07-Sep-2011","       17.59","        2.92","        1.46"
"08-Sep-2011","       17.67","        2.93","        1.46"
"09-Sep-2011","       17.36","        2.88","        1.48"
"12-Sep-2011","       16.97","        2.81","        1.52"
"13-Sep-2011","       16.95","        2.81","        1.52"
"14-Sep-2011","       17.17","        2.85","        1.50"
"15-Sep-2011","       17.40","        2.88","        1.48"
"16-Sep-2011","       17.43","        2.89","        1.48"
"19-Sep-2011","       17.26","        2.86","        1.49"
"20-Sep-2011","       17.60","        2.92","        1.46"
"21-Sep-2011","       17.61","        2.92","        1.46"
"22-Sep-2011","       16.91","        2.80","        1.52"
"23-Sep-2011","       16.73","        2.77","        1.54"
"26-Sep-2011","       16.60","        2.75","        1.55"
"27-Sep-2011","       17.04","        2.82","        1.51"
"28-Sep-2011","       16.95","        2.81","        1.52"
"29-Sep-2011","       17.16","        2.84","        1.50"
"30-Sep-2011","       16.93","        2.81","        1.52"
"03-Oct-2011","       16.60","        2.75","        1.55"
"04-Oct-2011","       16.33","        2.71","        1.58"
"05-Oct-2011","       16.25","        2.69","        1.58"
"07-Oct-2011","       16.68","        2.77","        1.54"
"10-Oct-2011","       17.11","        2.84","        1.50"
"11-Oct-2011","       17.11","        2.84","        1.50"
"12-Oct-2011","       17.49","        2.91","        1.47"
"13-Oct-2011","       17.44","        2.90","        1.47"
"14-Oct-2011","       17.60","        2.93","        1.46"
"17-Oct-2011","       17.56","        2.92","        1.46"
"18-Oct-2011","       17.14","        2.88","        1.49"
"19-Oct-2011","       17.44","        2.93","        1.46"
"20-Oct-2011","       17.25","        2.90","        1.47"
"21-Oct-2011","       17.10","        2.88","        1.49"
"24-Oct-2011","       17.20","        2.90","        1.47"
"25-Oct-2011","       17.44","        2.95","        1.45"
"26-Oct-2011","       17.49","        2.95","        1.45"
"28-Oct-2011","       18.03","        3.04","        1.41"
"31-Oct-2011","       17.95","        3.03","        1.41"
"01-Nov-2011","       18.49","        2.99","        1.43"
"02-Nov-2011","       18.49","        2.99","        1.43"
"03-Nov-2011","       18.53","        3.00","        1.42"
"04-Nov-2011","       18.68","        3.01","        1.42"
"08-Nov-2011","       18.59","        3.01","        1.42"
"09-Nov-2011","       18.28","        2.97","        1.44"
"11-Nov-2011","       18.10","        2.94","        1.45"
"14-Nov-2011","       18.07","        2.93","        1.46"
"15-Nov-2011","       17.81","        2.88","        1.48"
"16-Nov-2011","       17.68","        2.86","        1.50"
"17-Nov-2011","       17.35","        2.80","        1.52"
"18-Nov-2011","       17.25","        2.79","        1.53"
"21-Nov-2011","       16.83","        2.72","        1.57"
"22-Nov-2011","       16.93","        2.74","        1.56"
"23-Nov-2011","       16.56","        2.68","        1.60"
"24-Nov-2011","       16.75","        2.71","        1.58"
"25-Nov-2011","       16.62","        2.69","        1.59"
"28-Nov-2011","       17.09","        2.76","        1.55"
"29-Nov-2011","       16.92","        2.73","        1.56"
"30-Nov-2011","       16.99","        2.74","        1.55"
"01-Dec-2011","       17.33","        2.78","        1.53"
"02-Dec-2011","       17.74","        2.85","        1.49"
"05-Dec-2011","       17.71","        2.84","        1.50"
"07-Dec-2011","       17.77","        2.85","        1.49"
"08-Dec-2011","       17.37","        2.79","        1.52"
"09-Dec-2011","       17.11","        2.75","        1.55"
"12-Dec-2011","       16.76","        2.69","        1.58"
"13-Dec-2011","       16.86","        2.71","        1.57"
"14-Dec-2011","       16.73","        2.69","        1.58"
"15-Dec-2011","       16.67","        2.68","        1.59"
"16-Dec-2011","       16.34","        2.62","        1.62"
"19-Dec-2011","       16.18","        2.60","        1.64"
"20-Dec-2011","       15.91","        2.56","        1.66"
"21-Dec-2011","       16.40","        2.63","        1.61"
"22-Dec-2011","       16.55","        2.66","        1.60"
"23-Dec-2011","       16.47","        2.64","        1.61"
"26-Dec-2011","       16.67","        2.68","        1.59"
"27-Dec-2011","       16.57","        2.66","        1.60"
"28-Dec-2011","       16.41","        2.64","        1.61"
"29-Dec-2011","       16.23","        2.61","        1.63"
"30-Dec-2011","       16.16","        2.60","        1.64"
