"Date","P/E","P/B","Div Yield"
"03-Mar-2006","       19.97","        4.53","        1.41"
"06-Mar-2006","       20.22","        4.59","        1.39"
"07-Mar-2006","       20.21","        4.59","        1.39"
"08-Mar-2006","       19.80","        4.49","        1.42"
"09-Mar-2006","       19.89","        4.51","        1.42"
"10-Mar-2006","       20.22","        4.59","        1.39"
"13-Mar-2006","       20.31","        4.61","        1.39"
"14-Mar-2006","       20.27","        4.60","        1.39"
"16-Mar-2006","       20.46","        4.64","        1.38"
"17-Mar-2006","       20.52","        4.66","        1.37"
"20-Mar-2006","       20.71","        4.70","        1.36"
"21-Mar-2006","       20.69","        4.69","        1.36"
"22-Mar-2006","       20.53","        4.66","        1.37"
"23-Mar-2006","       20.58","        4.67","        1.37"
"24-Mar-2006","       20.79","        4.72","        1.36"
"27-Mar-2006","       21.02","        4.77","        1.34"
"28-Mar-2006","       21.00","        4.77","        1.34"
"29-Mar-2006","       21.17","        4.81","        1.33"
"30-Mar-2006","       21.51","        4.88","        1.31"
"31-Mar-2006","       21.50","        4.88","        1.31"
"03-Apr-2006","       20.70","        4.98","        1.29"
"04-Apr-2006","       20.79","        5.01","        1.28"
"05-Apr-2006","       20.98","        5.05","        1.27"
"07-Apr-2006","       20.65","        4.97","        1.29"
"10-Apr-2006","       20.79","        5.01","        1.28"
"12-Apr-2006","       20.25","        4.88","        1.31"
"13-Apr-2006","       19.96","        4.81","        1.33"
"17-Apr-2006","       20.35","        4.92","        1.30"
"18-Apr-2006","       20.79","        5.05","        1.27"
"19-Apr-2006","       20.81","        5.07","        1.26"
"20-Apr-2006","       20.99","        5.12","        1.25"
"21-Apr-2006","       20.97","        5.11","        1.25"
"24-Apr-2006","       20.73","        5.08","        1.26"
"25-Apr-2006","       20.28","        4.97","        1.29"
"26-Apr-2006","       20.78","        5.09","        1.26"
"27-Apr-2006","       20.46","        5.03","        1.27"
"28-Apr-2006","       20.02","        5.04","        1.27"
"29-Apr-2006","       20.28","        5.12","        1.25"
"02-May-2006","       20.44","        5.19","        1.23"
"03-May-2006","       20.62","        5.24","        1.22"
"04-May-2006","       20.72","        5.26","        1.22"
"05-May-2006","       20.80","        5.28","        1.21"
"08-May-2006","       20.97","        5.32","        1.20"
"09-May-2006","       21.11","        5.35","        1.20"
"10-May-2006","       21.26","        5.41","        1.18"
"11-May-2006","       20.99","        5.34","        1.20"
"12-May-2006","       20.70","        5.26","        1.22"
"15-May-2006","       19.87","        5.04","        1.27"
"16-May-2006","       20.00","        5.03","        1.27"
"17-May-2006","       20.64","        5.19","        1.23"
"18-May-2006","       19.17","        4.83","        1.32"
"19-May-2006","       18.39","        4.62","        1.38"
"22-May-2006","       17.36","        4.38","        1.46"
"23-May-2006","       18.02","        4.55","        1.40"
"24-May-2006","       17.58","        4.44","        1.44"
"25-May-2006","       18.12","        4.51","        1.42"
"26-May-2006","       18.12","        4.57","        1.40"
"29-May-2006","       18.17","        4.59","        1.39"
"30-May-2006","       18.01","        4.55","        1.40"
"31-May-2006","       17.40","        4.39","        1.45"
"01-Jun-2006","       16.75","        4.24","        1.50"
"02-Jun-2006","       17.35","        4.31","        1.52"
"05-Jun-2006","       16.95","        4.21","        1.55"
"06-Jun-2006","       16.51","        4.10","        1.60"
"07-Jun-2006","       15.98","        3.97","        1.65"
"08-Jun-2006","       15.13","        3.76","        1.74"
"09-Jun-2006","       15.98","        3.97","        1.65"
"12-Jun-2006","       15.50","        3.85","        1.70"
"13-Jun-2006","       14.82","        3.68","        1.78"
"14-Jun-2006","       14.62","        3.50","        1.84"
"15-Jun-2006","       15.58","        3.72","        1.73"
"16-Jun-2006","       16.13","        3.85","        1.67"
"19-Jun-2006","       16.30","        3.89","        1.65"
"20-Jun-2006","       16.02","        3.82","        1.68"
"21-Jun-2006","       16.36","        3.90","        1.64"
"22-Jun-2006","       16.76","        4.00","        1.61"
"23-Jun-2006","       16.99","        4.05","        1.58"
"25-Jun-2006","       17.13","        4.07","        1.58"
"26-Jun-2006","       16.41","        3.91","        1.64"
"27-Jun-2006","       16.85","        4.04","        1.59"
"28-Jun-2006","       17.00","        4.03","        1.59"
"29-Jun-2006","       17.09","        4.05","        1.58"
"30-Jun-2006","       17.82","        4.23","        1.52"
"03-Jul-2006","       17.94","        4.26","        1.51"
"04-Jul-2006","       17.87","        4.24","        1.51"
"05-Jul-2006","       18.20","        4.32","        1.49"
"06-Jul-2006","       17.98","        4.27","        1.50"
"07-Jul-2006","       17.53","        4.16","        1.54"
"10-Jul-2006","       17.88","        4.24","        1.51"
"11-Jul-2006","       17.74","        4.21","        1.52"
"12-Jul-2006","       18.11","        4.31","        1.49"
"13-Jul-2006","       17.97","        4.11","        1.55"
"14-Jul-2006","       17.71","        4.05","        1.57"
"17-Jul-2006","       17.06","        3.91","        1.63"
"18-Jul-2006","       16.92","        3.88","        1.64"
"19-Jul-2006","       16.40","        3.80","        1.67"
"20-Jul-2006","       16.81","        3.91","        1.63"
"21-Jul-2006","       16.34","        3.81","        1.67"
"24-Jul-2006","       16.51","        3.87","        1.64"
"25-Jul-2006","       16.89","        3.94","        1.61"
"26-Jul-2006","       17.03","        4.03","        1.58"
"27-Jul-2006","       17.29","        3.92","        1.60"
"28-Jul-2006","       17.10","        3.90","        1.61"
"31-Jul-2006","       17.18","        3.92","        1.60"
"01-Aug-2006","       17.22","        3.92","        1.60"
"02-Aug-2006","       17.41","        3.97","        1.58"
"03-Aug-2006","       17.45","        3.98","        1.58"
"04-Aug-2006","       17.37","        3.96","        1.59"
"07-Aug-2006","       17.26","        3.93","        1.60"
"08-Aug-2006","       17.58","        4.01","        1.57"
"09-Aug-2006","       17.82","        4.06","        1.55"
"10-Aug-2006","       17.88","        4.08","        1.54"
"11-Aug-2006","       17.96","        4.09","        1.53"
"14-Aug-2006","       18.18","        4.14","        1.52"
"16-Aug-2006","       18.43","        4.20","        1.49"
"17-Aug-2006","       18.41","        4.16","        1.51"
"18-Aug-2006","       18.42","        4.17","        1.51"
"21-Aug-2006","       18.51","        4.19","        1.50"
"22-Aug-2006","       18.51","        4.19","        1.50"
"23-Aug-2006","       18.32","        4.15","        1.52"
"24-Aug-2006","       18.50","        4.19","        1.50"
"25-Aug-2006","       18.61","        4.21","        1.49"
"28-Aug-2006","       18.70","        4.23","        1.49"
"29-Aug-2006","       18.83","        4.26","        1.48"
"30-Aug-2006","       18.85","        4.21","        1.48"
"31-Aug-2006","       18.75","        4.19","        1.49"
"01-Sep-2006","       19.23","        4.16","        1.45"
"04-Sep-2006","       19.47","        4.22","        1.43"
"05-Sep-2006","       19.48","        4.22","        1.43"
"06-Sep-2006","       19.52","        4.23","        1.43"
"07-Sep-2006","       19.40","        4.20","        1.43"
"08-Sep-2006","       19.50","        4.22","        1.43"
"11-Sep-2006","       18.89","        4.09","        1.47"
"12-Sep-2006","       19.04","        4.12","        1.46"
"13-Sep-2006","       19.43","        4.18","        1.41"
"14-Sep-2006","       19.53","        4.20","        1.40"
"15-Sep-2006","       19.57","        4.21","        1.40"
"18-Sep-2006","       19.64","        4.23","        1.39"
"19-Sep-2006","       19.44","        4.18","        1.41"
"20-Sep-2006","       19.68","        4.24","        1.39"
"21-Sep-2006","       19.95","        4.29","        1.37"
"22-Sep-2006","       20.23","        4.37","        1.35"
"25-Sep-2006","       20.11","        4.34","        1.36"
"26-Sep-2006","       20.65","        4.46","        1.32"
"27-Sep-2006","       20.74","        4.48","        1.32"
"28-Sep-2006","       20.75","        4.48","        1.32"
"29-Sep-2006","       20.84","        4.50","        1.31"
"03-Oct-2006","       20.75","        4.48","        1.32"
"04-Oct-2006","       20.46","        4.42","        1.34"
"05-Oct-2006","       20.76","        4.48","        1.32"
"06-Oct-2006","       20.79","        4.49","        1.32"
"09-Oct-2006","       20.79","        4.49","        1.32"
"10-Oct-2006","       20.81","        4.49","        1.31"
"11-Oct-2006","       20.64","        4.34","        1.37"
"12-Oct-2006","       20.99","        4.42","        1.35"
"13-Oct-2006","       21.27","        4.48","        1.33"
"16-Oct-2006","       21.51","        4.53","        1.31"
"17-Oct-2006","       21.35","        4.52","        1.32"
"18-Oct-2006","       21.19","        4.52","        1.32"
"19-Oct-2006","       20.91","        4.48","        1.33"
"20-Oct-2006","       20.76","        4.48","        1.33"
"21-Oct-2006","       20.80","        4.49","        1.32"
"23-Oct-2006","       20.64","        4.46","        1.33"
"26-Oct-2006","       20.69","        4.48","        1.33"
"27-Oct-2006","       20.90","        4.56","        1.30"
"30-Oct-2006","       20.44","        4.60","        1.29"
"31-Oct-2006","       20.32","        4.57","        1.30"
"01-Nov-2006","       20.13","        4.60","        1.29"
"02-Nov-2006","       20.26","        4.63","        1.28"
"03-Nov-2006","       20.33","        4.64","        1.28"
"06-Nov-2006","       20.36","        4.65","        1.28"
"07-Nov-2006","       20.32","        4.64","        1.28"
"08-Nov-2006","       20.35","        4.62","        1.28"
"09-Nov-2006","       20.44","        4.60","        1.25"
"10-Nov-2006","       20.65","        4.65","        1.24"
"13-Nov-2006","       20.78","        4.68","        1.23"
"14-Nov-2006","       20.81","        4.69","        1.23"
"15-Nov-2006","       20.91","        4.71","        1.22"
"16-Nov-2006","       20.91","        4.71","        1.22"
"17-Nov-2006","       20.74","        4.67","        1.23"
"20-Nov-2006","       20.72","        4.67","        1.24"
"21-Nov-2006","       21.06","        4.74","        1.22"
"22-Nov-2006","       21.25","        4.79","        1.20"
"23-Nov-2006","       21.20","        4.78","        1.21"
"24-Nov-2006","       21.24","        4.79","        1.20"
"27-Nov-2006","       21.32","        4.81","        1.20"
"28-Nov-2006","       21.07","        4.75","        1.21"
"29-Nov-2006","       21.10","        4.76","        1.21"
"30-Nov-2006","       21.21","        4.78","        1.21"
"01-Dec-2006","       21.51","        4.84","        1.19"
"04-Dec-2006","       21.55","        4.83","        1.19"
"05-Dec-2006","       21.61","        4.84","        1.19"
"06-Dec-2006","       21.59","        4.84","        1.19"
"07-Dec-2006","       21.60","        4.84","        1.19"
"08-Dec-2006","       21.35","        4.78","        1.20"
"11-Dec-2006","       20.68","        4.64","        1.24"
"12-Dec-2006","       19.93","        4.47","        1.28"
"13-Dec-2006","       20.22","        4.54","        1.26"
"14-Dec-2006","       20.66","        4.64","        1.24"
"15-Dec-2006","       20.91","        4.70","        1.22"
"18-Dec-2006","       21.09","        4.73","        1.21"
"19-Dec-2006","       20.59","        4.62","        1.24"
"20-Dec-2006","       20.50","        4.60","        1.25"
"21-Dec-2006","       20.58","        4.62","        1.24"
"22-Dec-2006","       20.81","        4.66","        1.23"
"26-Dec-2006","       21.16","        4.75","        1.21"
"27-Dec-2006","       21.34","        4.79","        1.20"
"28-Dec-2006","       21.33","        4.79","        1.20"
"29-Dec-2006","       21.33","        4.79","        1.20"
