"Date","P/E","P/B","Div Yield"
"23-May-2017","       24.81","        3.58","        1.24"
"24-May-2017","       24.69","        3.56","        1.24"
"25-May-2017","       24.86","        3.61","        1.23"
"26-May-2017","       24.96","        3.64","        1.21"
"29-May-2017","       24.93","        3.64","        1.21"
"30-May-2017","       25.00","        3.65","        1.21"
"31-May-2017","       25.01","        3.64","        1.20"
"01-Jun-2017","       24.99","        3.64","        1.20"
"02-Jun-2017","       25.09","        3.65","        1.20"
"05-Jun-2017","       25.14","        3.67","        1.20"
"06-Jun-2017","       25.00","        3.65","        1.20"
"07-Jun-2017","       25.12","        3.66","        1.20"
"08-Jun-2017","       25.09","        3.66","        1.20"
"09-Jun-2017","       25.06","        3.67","        1.19"
"12-Jun-2017","       24.90","        3.65","        1.20"
"13-Jun-2017","       25.15","        3.65","        1.20"
"14-Jun-2017","       25.16","        3.65","        1.20"
"15-Jun-2017","       25.07","        3.64","        1.21"
"16-Jun-2017","       24.61","        3.59","        1.13"
"19-Jun-2017","       25.03","        3.61","        1.13"
"20-Jun-2017","       25.03","        3.61","        1.13"
"21-Jun-2017","       24.82","        3.61","        1.13"
"22-Jun-2017","       24.95","        3.60","        1.13"
"23-Jun-2017","       24.79","        3.57","        1.14"
"27-Jun-2017","       24.62","        3.55","        1.14"
"28-Jun-2017","       24.59","        3.54","        1.15"
"29-Jun-2017","       24.62","        3.55","        1.14"
"30-Jun-2017","       24.68","        3.56","        1.14"
"03-Jul-2017","       24.94","        3.59","        1.13"
"04-Jul-2017","       24.93","        3.59","        1.13"
"05-Jul-2017","       25.01","        3.60","        1.13"
"06-Jul-2017","       25.11","        3.62","        1.12"
"07-Jul-2017","       25.09","        3.61","        1.13"
"10-Jul-2017","       25.36","        3.65","        1.11"
"11-Jul-2017","       25.36","        3.65","        1.11"
"12-Jul-2017","       25.47","        3.67","        1.11"
"13-Jul-2017","       25.66","        3.70","        1.10"
"14-Jul-2017","       25.62","        3.70","        1.10"
"17-Jul-2017","       25.67","        3.71","        1.10"
"18-Jul-2017","       25.58","        3.60","        1.09"
"19-Jul-2017","       25.79","        3.58","        1.04"
"20-Jul-2017","       25.72","        3.57","        1.04"
"21-Jul-2017","       25.82","        3.58","        1.04"
"24-Jul-2017","       25.94","        3.60","        1.03"
"25-Jul-2017","       25.95","        3.60","        1.03"
"26-Jul-2017","       26.05","        3.62","        1.03"
"27-Jul-2017","       26.02","        3.62","        1.03"
"28-Jul-2017","       26.04","        3.54","        0.99"
"31-Jul-2017","       26.18","        3.56","        0.99"
"01-Aug-2017","       26.29","        3.57","        0.99"
"02-Aug-2017","       26.17","        3.56","        0.99"
"03-Aug-2017","       26.09","        3.54","        0.99"
"04-Aug-2017","       26.22","        3.61","        0.99"
"07-Aug-2017","       26.35","        3.62","        0.99"
"08-Aug-2017","       26.15","        3.58","        1.00"
"09-Aug-2017","       25.91","        3.55","        1.01"
"10-Aug-2017","       25.58","        3.51","        1.02"
"11-Aug-2017","       25.35","        3.47","        1.02"
"14-Aug-2017","       25.62","        3.51","        1.01"
"16-Aug-2017","       25.89","        3.54","        1.00"
"17-Aug-2017","       25.90","        3.55","        1.00"
"18-Aug-2017","       25.77","        3.52","        1.00"
"21-Aug-2017","       25.72","        3.48","        1.01"
"22-Aug-2017","       25.94","        3.49","        1.01"
"23-Aug-2017","       26.17","        3.52","        1.00"
"24-Aug-2017","       26.21","        3.52","        0.98"
"28-Aug-2017","       26.38","        3.54","        0.98"
"29-Aug-2017","       26.07","        3.50","        0.99"
"30-Aug-2017","       26.33","        3.53","        0.98"
"31-Aug-2017","       26.40","        3.54","        0.98"
"01-Sep-2017","       26.77","        3.57","        0.97"
"04-Sep-2017","       26.60","        3.55","        0.98"
"05-Sep-2017","       26.76","        3.56","        0.97"
"06-Sep-2017","       26.68","        3.55","        0.97"
"07-Sep-2017","       26.73","        3.56","        0.97"
"08-Sep-2017","       26.71","        3.54","        0.98"
"11-Sep-2017","       26.92","        3.56","        0.97"
"12-Sep-2017","       27.08","        3.58","        0.96"
"13-Sep-2017","       27.04","        3.58","        0.96"
"14-Sep-2017","       27.07","        3.58","        0.96"
"15-Sep-2017","       27.06","        3.57","        0.97"
"18-Sep-2017","       27.23","        3.60","        0.97"
"19-Sep-2017","       27.22","        3.60","        0.97"
"20-Sep-2017","       27.20","        3.59","        0.97"
"21-Sep-2017","       27.13","        3.58","        0.97"
"22-Sep-2017","       26.68","        3.52","        0.99"
"25-Sep-2017","       26.42","        3.49","        1.00"
"26-Sep-2017","       26.43","        3.49","        1.00"
"27-Sep-2017","       26.04","        3.44","        1.01"
"28-Sep-2017","       26.13","        3.45","        1.01"
"29-Sep-2017","       26.32","        3.33","        1.17"
"03-Oct-2017","       26.52","        3.36","        1.16"
"04-Oct-2017","       26.66","        3.37","        1.15"
"05-Oct-2017","       26.61","        3.37","        1.15"
"06-Oct-2017","       26.85","        3.39","        1.14"
"09-Oct-2017","       26.87","        3.40","        1.14"
"10-Oct-2017","       26.96","        3.41","        1.14"
"11-Oct-2017","       26.86","        3.40","        1.14"
"12-Oct-2017","       27.16","        3.43","        1.13"
"13-Oct-2017","       27.33","        3.45","        1.12"
"16-Oct-2017","       27.46","        3.44","        1.11"
"17-Oct-2017","       27.45","        3.45","        1.11"
"18-Oct-2017","       27.38","        3.44","        1.11"
"19-Oct-2017","       27.21","        3.42","        1.12"
"23-Oct-2017","       27.30","        3.43","        1.12"
"24-Oct-2017","       27.34","        3.44","        1.12"
"25-Oct-2017","       27.56","        3.47","        1.11"
"26-Oct-2017","       27.67","        3.48","        1.10"
"27-Oct-2017","       27.64","        3.48","        1.10"
"30-Oct-2017","       27.80","        3.50","        1.09"
"31-Oct-2017","       27.44","        3.48","        1.07"
"01-Nov-2017","       27.54","        3.52","        1.06"
"02-Nov-2017","       27.69","        3.52","        1.06"
"03-Nov-2017","       27.90","        3.53","        1.06"
"06-Nov-2017","       27.85","        3.53","        1.06"
"07-Nov-2017","       27.58","        3.49","        1.07"
"08-Nov-2017","       27.44","        3.47","        1.08"
"09-Nov-2017","       27.44","        3.48","        1.07"
"10-Nov-2017","       27.48","        3.48","        1.07"
"13-Nov-2017","       27.13","        3.45","        1.08"
"14-Nov-2017","       27.03","        3.44","        1.09"
"15-Nov-2017","       26.83","        3.41","        1.10"
"16-Nov-2017","       27.09","        3.44","        1.09"
"17-Nov-2017","       27.31","        3.47","        1.08"
"20-Nov-2017","       27.35","        3.47","        1.07"
"21-Nov-2017","       27.36","        3.48","        1.07"
"22-Nov-2017","       27.63","        3.49","        1.07"
"23-Nov-2017","       27.68","        3.49","        1.07"
"24-Nov-2017","       27.80","        3.50","        1.07"
"27-Nov-2017","       27.83","        3.51","        1.06"
"28-Nov-2017","       27.85","        3.50","        1.07"
"29-Nov-2017","       27.82","        3.50","        1.07"
"30-Nov-2017","       27.48","        3.46","        1.10"
"01-Dec-2017","       27.20","        3.42","        1.11"
"04-Dec-2017","       27.22","        3.42","        1.11"
"05-Dec-2017","       27.20","        3.42","        1.11"
"06-Dec-2017","       26.99","        3.39","        1.12"
"07-Dec-2017","       27.33","        3.44","        1.10"
"08-Dec-2017","       27.60","        3.47","        1.09"
"11-Dec-2017","       27.76","        3.49","        1.09"
"12-Dec-2017","       27.53","        3.46","        1.09"
"13-Dec-2017","       27.39","        3.44","        1.10"
"14-Dec-2017","       27.52","        3.46","        1.10"
"15-Dec-2017","       27.74","        3.49","        1.09"
"18-Dec-2017","       27.91","        3.51","        1.08"
"19-Dec-2017","       28.14","        3.54","        1.07"
"20-Dec-2017","       28.10","        3.53","        1.07"
"21-Dec-2017","       28.11","        3.53","        1.07"
"22-Dec-2017","       28.24","        3.55","        1.07"
"26-Dec-2017","       28.35","        3.56","        1.06"
"27-Dec-2017","       28.23","        3.55","        1.07"
"28-Dec-2017","       28.20","        3.55","        1.07"
"29-Dec-2017","       28.32","        3.56","        1.06"
