"Date","P/E","P/B","Div Yield"
"22-Jul-2014","       20.93","        3.39","        1.24"
"23-Jul-2014","       20.95","        3.40","        1.24"
"24-Jul-2014","       21.03","        3.41","        1.24"
"25-Jul-2014","       20.88","        3.38","        1.25"
"28-Jul-2014","       20.75","        3.37","        1.25"
"30-Jul-2014","       20.87","        3.38","        1.25"
"31-Jul-2014","       20.62","        3.33","        1.28"
"01-Aug-2014","       20.16","        3.28","        1.30"
"04-Aug-2014","       20.38","        3.31","        1.28"
"05-Aug-2014","       20.53","        3.33","        1.28"
"06-Aug-2014","       20.33","        3.26","        1.30"
"07-Aug-2014","       20.28","        3.22","        1.29"
"08-Aug-2014","       19.97","        3.16","        1.32"
"11-Aug-2014","       20.06","        3.19","        1.30"
"12-Aug-2014","       20.30","        3.23","        1.29"
"13-Aug-2014","       20.31","        3.23","        1.29"
"14-Aug-2014","       20.46","        3.25","        1.28"
"18-Aug-2014","       20.61","        3.29","        1.26"
"19-Aug-2014","       20.59","        3.31","        1.26"
"20-Aug-2014","       20.55","        3.30","        1.26"
"21-Aug-2014","       20.63","        3.31","        1.26"
"22-Aug-2014","       20.69","        3.32","        1.25"
"25-Aug-2014","       20.64","        3.31","        1.26"
"26-Aug-2014","       20.63","        3.31","        1.26"
"27-Aug-2014","       20.71","        3.32","        1.25"
"28-Aug-2014","       20.74","        3.32","        1.25"
"01-Sep-2014","       20.97","        3.36","        1.24"
"02-Sep-2014","       21.11","        3.38","        1.23"
"03-Sep-2014","       21.21","        3.40","        1.22"
"04-Sep-2014","       21.16","        3.39","        1.23"
"05-Sep-2014","       21.14","        3.39","        1.23"
"08-Sep-2014","       21.68","        3.43","        1.21"
"09-Sep-2014","       21.65","        3.42","        1.21"
"10-Sep-2014","       21.48","        3.40","        1.22"
"11-Sep-2014","       21.48","        3.40","        1.22"
"12-Sep-2014","       21.53","        3.40","        1.22"
"15-Sep-2014","       21.38","        3.38","        1.23"
"16-Sep-2014","       21.03","        3.32","        1.25"
"17-Sep-2014","       21.15","        3.34","        1.24"
"18-Sep-2014","       21.53","        3.40","        1.22"
"19-Sep-2014","       21.19","        3.42","        1.22"
"22-Sep-2014","       21.25","        3.43","        1.21"
"23-Sep-2014","       20.89","        3.37","        1.24"
"24-Sep-2014","       20.84","        3.35","        1.27"
"25-Sep-2014","       20.59","        3.30","        1.29"
"26-Sep-2014","       20.76","        3.32","        1.28"
"29-Sep-2014","       20.76","        3.31","        1.28"
"30-Sep-2014","       20.77","        3.30","        1.28"
"01-Oct-2014","       20.71","        3.28","        1.29"
"07-Oct-2014","       20.46","        3.24","        1.30"
"08-Oct-2014","       20.44","        3.22","        1.31"
"09-Oct-2014","       20.76","        3.25","        1.29"
"10-Oct-2014","       20.48","        3.21","        1.31"
"13-Oct-2014","       20.43","        3.21","        1.31"
"14-Oct-2014","       20.40","        3.21","        1.31"
"16-Oct-2014","       20.06","        3.15","        1.34"
"17-Oct-2014","       20.17","        3.17","        1.33"
"20-Oct-2014","       20.43","        3.21","        1.31"
"21-Oct-2014","       20.51","        3.23","        1.30"
"22-Oct-2014","       20.64","        3.26","        1.29"
"23-Oct-2014","       20.70","        3.27","        1.29"
"27-Oct-2014","       20.63","        3.26","        1.29"
"28-Oct-2014","       20.68","        3.28","        1.29"
"29-Oct-2014","       20.84","        3.30","        1.28"
"30-Oct-2014","       21.03","        3.33","        1.27"
"31-Oct-2014","       21.44","        3.38","        1.24"
"03-Nov-2014","       21.46","        3.38","        1.24"
"05-Nov-2014","       21.42","        3.39","        1.24"
"07-Nov-2014","       21.22","        3.39","        1.24"
"10-Nov-2014","       21.16","        3.39","        1.24"
"11-Nov-2014","       21.21","        3.40","        1.23"
"12-Nov-2014","       21.27","        3.42","        1.23"
"13-Nov-2014","       21.20","        3.40","        1.23"
"14-Nov-2014","       21.29","        3.42","        1.23"
"17-Nov-2014","       21.41","        3.44","        1.22"
"18-Nov-2014","       21.45","        3.44","        1.22"
"19-Nov-2014","       21.30","        3.42","        1.22"
"20-Nov-2014","       21.45","        3.43","        1.22"
"21-Nov-2014","       21.58","        3.46","        1.21"
"24-Nov-2014","       21.71","        3.48","        1.21"
"25-Nov-2014","       21.48","        3.45","        1.22"
"26-Nov-2014","       21.51","        3.45","        1.21"
"27-Nov-2014","       21.57","        3.46","        1.21"
"28-Nov-2014","       21.73","        3.46","        1.20"
"01-Dec-2014","       21.66","        3.45","        1.21"
"02-Dec-2014","       21.61","        3.44","        1.21"
"03-Dec-2014","       21.69","        3.45","        1.20"
"04-Dec-2014","       21.75","        3.46","        1.20"
"05-Dec-2014","       21.66","        3.45","        1.21"
"08-Dec-2014","       21.42","        3.41","        1.22"
"09-Dec-2014","       21.15","        3.37","        1.23"
"10-Dec-2014","       21.22","        3.38","        1.23"
"11-Dec-2014","       21.06","        3.35","        1.24"
"12-Dec-2014","       20.87","        3.32","        1.25"
"15-Dec-2014","       20.85","        3.32","        1.25"
"16-Dec-2014","       20.43","        3.25","        1.28"
"17-Dec-2014","       20.34","        3.24","        1.28"
"18-Dec-2014","       20.72","        3.30","        1.26"
"19-Dec-2014","       20.87","        3.32","        1.25"
"22-Dec-2014","       21.11","        3.36","        1.24"
"23-Dec-2014","       20.96","        3.33","        1.25"
"24-Dec-2014","       20.75","        3.30","        1.26"
"26-Dec-2014","       20.83","        3.31","        1.25"
"29-Dec-2014","       20.95","        3.33","        1.24"
"30-Dec-2014","       20.99","        3.33","        1.24"
"31-Dec-2014","       21.09","        3.35","        1.24"
