"Date","P/E","P/B","Div Yield"
"30-Mar-2007","       18.41","        4.61","        1.23"
"02-Apr-2007","       17.52","        4.39","        1.29"
"03-Apr-2007","       17.77","        4.45","        1.27"
"04-Apr-2007","       18.05","        4.58","        1.25"
"05-Apr-2007","       18.18","        4.62","        1.24"
"09-Apr-2007","       18.64","        4.73","        1.21"
"10-Apr-2007","       18.67","        4.74","        1.21"
"11-Apr-2007","       18.72","        4.73","        1.22"
"12-Apr-2007","       18.58","        4.70","        1.23"
"13-Apr-2007","       18.94","        4.80","        1.20"
"16-Apr-2007","       19.40","        4.92","        1.17"
"17-Apr-2007","       19.21","        4.89","        1.18"
"18-Apr-2007","       19.33","        4.92","        1.17"
"19-Apr-2007","       19.25","        4.91","        1.18"
"20-Apr-2007","       19.54","        5.00","        1.15"
"23-Apr-2007","       19.45","        5.00","        1.16"
"24-Apr-2007","       19.70","        5.07","        1.14"
"25-Apr-2007","       19.80","        5.10","        1.13"
"26-Apr-2007","       19.80","        5.12","        1.13"
"27-Apr-2007","       19.21","        5.01","        1.15"
"30-Apr-2007","       19.15","        5.02","        1.15"
"03-May-2007","       19.41","        5.10","        1.13"
"04-May-2007","       19.15","        5.07","        1.14"
"07-May-2007","       19.09","        5.06","        1.14"
"08-May-2007","       18.98","        5.01","        1.15"
"09-May-2007","       18.95","        5.02","        1.15"
"10-May-2007","       18.89","        5.01","        1.15"
"11-May-2007","       18.95","        5.02","        1.15"
"14-May-2007","       19.12","        5.10","        1.13"
"15-May-2007","       19.06","        5.07","        1.15"
"16-May-2007","       19.26","        5.13","        1.13"
"17-May-2007","       19.54","        5.20","        1.12"
"18-May-2007","       19.42","        5.20","        1.12"
"21-May-2007","       19.49","        5.26","        1.11"
"22-May-2007","       19.59","        5.29","        1.10"
"23-May-2007","       19.44","        5.24","        1.11"
"24-May-2007","       19.26","        5.19","        1.12"
"28-May-2007","       19.62","        5.26","        1.11"
"29-May-2007","       19.75","        5.30","        1.10"
"30-May-2007","       19.76","        5.25","        1.11"
"31-May-2007","       19.92","        5.29","        1.10"
"01-Jun-2007","       19.97","        5.30","        1.10"
"04-Jun-2007","       20.05","        5.18","        1.09"
"05-Jun-2007","       20.17","        5.21","        1.08"
"06-Jun-2007","       19.76","        5.11","        1.10"
"07-Jun-2007","       19.67","        5.08","        1.11"
"08-Jun-2007","       19.52","        5.04","        1.12"
"11-Jun-2007","       19.51","        5.04","        1.12"
"12-Jun-2007","       19.53","        5.05","        1.12"
"13-Jun-2007","       19.35","        5.00","        1.13"
"14-Jun-2007","       19.64","        5.08","        1.11"
"15-Jun-2007","       19.67","        5.08","        1.11"
"18-Jun-2007","       19.57","        5.06","        1.11"
"19-Jun-2007","       19.90","        5.14","        1.10"
"20-Jun-2007","       20.08","        5.19","        1.09"
"21-Jun-2007","       20.16","        5.21","        1.08"
"22-Jun-2007","       20.11","        5.05","        1.12"
"25-Jun-2007","       20.22","        5.07","        1.12"
"26-Jun-2007","       20.34","        5.10","        1.11"
"27-Jun-2007","       20.25","        5.07","        1.12"
"28-Jun-2007","       20.32","        5.09","        1.11"
"29-Jun-2007","       20.54","        5.14","        1.10"
"02-Jul-2007","       20.56","        5.14","        1.10"
"03-Jul-2007","       20.77","        5.19","        1.09"
"04-Jul-2007","       20.75","        5.19","        1.09"
"05-Jul-2007","       20.71","        5.18","        1.09"
"06-Jul-2007","       20.97","        5.25","        1.08"
"09-Jul-2007","       21.11","        5.29","        1.07"
"10-Jul-2007","       21.04","        5.28","        1.07"
"11-Jul-2007","       20.95","        5.26","        1.07"
"12-Jul-2007","       21.24","        5.34","        1.06"
"13-Jul-2007","       21.48","        5.40","        1.05"
"16-Jul-2007","       21.61","        5.44","        1.04"
"17-Jul-2007","       21.47","        5.41","        1.05"
"18-Jul-2007","       21.45","        5.41","        1.05"
"19-Jul-2007","       21.64","        5.48","        1.03"
"20-Jul-2007","       21.52","        5.12","        1.06"
"23-Jul-2007","       21.76","        5.18","        1.05"
"24-Jul-2007","       21.74","        5.18","        1.05"
"25-Jul-2007","       21.40","        5.14","        1.05"
"26-Jul-2007","       21.37","        5.17","        1.05"
"27-Jul-2007","       20.55","        4.98","        1.09"
"30-Jul-2007","       20.06","        4.98","        1.09"
"31-Jul-2007","       20.22","        5.08","        1.07"
"01-Aug-2007","       19.37","        4.87","        1.11"
"02-Aug-2007","       19.45","        4.89","        1.11"
"03-Aug-2007","       19.68","        4.94","        1.10"
"06-Aug-2007","       19.41","        4.88","        1.11"
"07-Aug-2007","       19.50","        4.90","        1.11"
"08-Aug-2007","       19.96","        5.02","        1.08"
"09-Aug-2007","       19.67","        4.94","        1.10"
"10-Aug-2007","       19.39","        4.87","        1.11"
"13-Aug-2007","       19.57","        4.92","        1.10"
"14-Aug-2007","       19.53","        4.92","        1.10"
"16-Aug-2007","       18.65","        4.70","        1.15"
"17-Aug-2007","       18.37","        4.63","        1.17"
"20-Aug-2007","       18.81","        4.74","        1.14"
"21-Aug-2007","       18.20","        4.58","        1.18"
"22-Aug-2007","       18.51","        4.51","        1.18"
"23-Aug-2007","       18.35","        4.47","        1.19"
"24-Aug-2007","       18.67","        4.55","        1.17"
"27-Aug-2007","       19.19","        4.67","        1.13"
"28-Aug-2007","       19.31","        4.70","        1.13"
"29-Aug-2007","       19.47","        4.74","        1.12"
"30-Aug-2007","       19.67","        4.79","        1.11"
"31-Aug-2007","       19.93","        4.85","        1.09"
"03-Sep-2007","       20.03","        4.88","        1.09"
"04-Sep-2007","       20.07","        4.89","        1.09"
"05-Sep-2007","       20.04","        4.88","        1.09"
"06-Sep-2007","       20.24","        4.93","        1.08"
"07-Sep-2007","       20.17","        4.91","        1.08"
"10-Sep-2007","       20.19","        4.91","        1.08"
"11-Sep-2007","       20.14","        4.90","        1.08"
"12-Sep-2007","       20.16","        4.91","        1.08"
"13-Sep-2007","       20.33","        4.95","        1.07"
"14-Sep-2007","       20.24","        4.83","        1.13"
"17-Sep-2007","       20.16","        4.81","        1.13"
"18-Sep-2007","       20.40","        4.87","        1.12"
"19-Sep-2007","       21.18","        5.06","        1.08"
"20-Sep-2007","       21.25","        5.07","        1.07"
"21-Sep-2007","       21.61","        5.16","        1.06"
"24-Sep-2007","       21.94","        5.09","        1.07"
"25-Sep-2007","       21.96","        5.09","        1.07"
"26-Sep-2007","       21.99","        5.10","        1.06"
"27-Sep-2007","       22.21","        5.15","        1.05"
"28-Sep-2007","       22.36","        5.18","        1.05"
"01-Oct-2007","       22.60","        5.24","        1.04"
"03-Oct-2007","       23.17","        5.37","        1.01"
"04-Oct-2007","       23.14","        5.37","        1.01"
"05-Oct-2007","       23.23","        5.43","        1.00"
"08-Oct-2007","       22.72","        5.31","        1.03"
"09-Oct-2007","       23.79","        5.56","        0.98"
"10-Oct-2007","       24.30","        5.69","        0.96"
"11-Oct-2007","       24.66","        5.77","        0.94"
"12-Oct-2007","       24.20","        5.67","        0.96"
"15-Oct-2007","       25.19","        5.91","        0.92"
"16-Oct-2007","       25.10","        5.64","        0.95"
"17-Oct-2007","       24.54","        5.52","        0.97"
"18-Oct-2007","       23.68","        5.33","        1.00"
"19-Oct-2007","       22.82","        5.19","        1.03"
"22-Oct-2007","       22.66","        5.16","        1.03"
"23-Oct-2007","       23.92","        5.46","        0.98"
"24-Oct-2007","       24.04","        5.49","        0.97"
"25-Oct-2007","       24.35","        5.55","        0.96"
"26-Oct-2007","       24.91","        5.69","        0.94"
"29-Oct-2007","       25.60","        5.89","        0.91"
"30-Oct-2007","       25.36","        5.87","        0.91"
"31-Oct-2007","       25.10","        5.90","        0.90"
"01-Nov-2007","       24.97","        5.86","        0.91"
"02-Nov-2007","       25.25","        5.93","        0.90"
"05-Nov-2007","       24.94","        5.85","        0.91"
"06-Nov-2007","       24.67","        5.79","        0.92"
"07-Nov-2007","       24.65","        5.78","        0.92"
"08-Nov-2007","       24.35","        5.71","        0.93"
"09-Nov-2007","       24.20","        5.68","        0.94"
"12-Nov-2007","       24.00","        5.63","        0.95"
"13-Nov-2007","       24.37","        5.72","        0.93"
"14-Nov-2007","       25.36","        5.95","        0.90"
"15-Nov-2007","       25.32","        5.94","        0.90"
"16-Nov-2007","       25.35","        5.95","        0.90"
"19-Nov-2007","       25.50","        5.98","        0.89"
"20-Nov-2007","       24.97","        5.86","        0.91"
"21-Nov-2007","       23.97","        5.62","        0.95"
"22-Nov-2007","       23.83","        5.59","        0.95"
"23-Nov-2007","       24.17","        5.68","        0.94"
"26-Nov-2007","       24.67","        5.80","        0.92"
"27-Nov-2007","       24.58","        5.77","        0.92"
"28-Nov-2007","       24.26","        5.70","        0.94"
"29-Nov-2007","       24.30","        5.71","        0.93"
"30-Nov-2007","       24.89","        5.85","        0.91"
"03-Dec-2007","       25.36","        5.96","        0.89"
"04-Dec-2007","       25.37","        5.96","        0.89"
"05-Dec-2007","       25.73","        6.04","        0.88"
"06-Dec-2007","       25.75","        6.05","        0.88"
"07-Dec-2007","       25.84","        6.07","        0.88"
"10-Dec-2007","       25.80","        6.06","        0.88"
"11-Dec-2007","       26.33","        6.19","        0.86"
"12-Dec-2007","       27.36","        6.23","        0.81"
"13-Dec-2007","       27.00","        6.14","        0.83"
"14-Dec-2007","       27.01","        6.15","        0.83"
"17-Dec-2007","       25.78","        5.84","        0.87"
"18-Dec-2007","       25.64","        5.80","        0.87"
"19-Dec-2007","       25.67","        5.81","        0.87"
"20-Dec-2007","       25.73","        5.82","        0.87"
"24-Dec-2007","       26.64","        6.03","        0.84"
"26-Dec-2007","       27.08","        6.13","        0.82"
"27-Dec-2007","       27.08","        6.13","        0.82"
"28-Dec-2007","       27.17","        6.15","        0.82"
"31-Dec-2007","       27.44","        6.21","        0.81"
