"Date","P/E","P/B","Div Yield"
"29-Jun-2016","       22.94","        3.24","        1.32"
"30-Jun-2016","       23.18","        3.27","        1.31"
"01-Jul-2016","       23.33","        3.29","        1.30"
"04-Jul-2016","       23.46","        3.31","        1.29"
"05-Jul-2016","       23.38","        3.30","        1.30"
"07-Jul-2016","       23.38","        3.30","        1.30"
"08-Jul-2016","       23.35","        3.30","        1.30"
"11-Jul-2016","       23.75","        3.35","        1.28"
"12-Jul-2016","       23.89","        3.37","        1.27"
"13-Jul-2016","       23.87","        3.37","        1.27"
"14-Jul-2016","       24.06","        3.39","        1.26"
"15-Jul-2016","       24.01","        3.38","        1.27"
"18-Jul-2016","       23.90","        3.37","        1.27"
"19-Jul-2016","       23.96","        3.38","        1.27"
"20-Jul-2016","       24.08","        3.39","        1.26"
"21-Jul-2016","       23.95","        3.38","        1.27"
"22-Jul-2016","       24.08","        3.39","        1.26"
"25-Jul-2016","       24.34","        3.37","        1.27"
"26-Jul-2016","       24.23","        3.33","        1.32"
"27-Jul-2016","       24.32","        3.34","        1.31"
"28-Jul-2016","       24.38","        3.35","        1.31"
"29-Jul-2016","       24.32","        3.33","        1.31"
"01-Aug-2016","       24.33","        3.33","        1.31"
"02-Aug-2016","       24.27","        3.32","        1.31"
"03-Aug-2016","       24.01","        3.29","        1.33"
"04-Aug-2016","       24.05","        3.29","        1.33"
"05-Aug-2016","       24.44","        3.34","        1.30"
"08-Aug-2016","       24.54","        3.36","        1.30"
"09-Aug-2016","       24.44","        3.34","        1.30"
"10-Aug-2016","       24.13","        3.30","        1.32"
"11-Aug-2016","       24.18","        3.28","        1.31"
"12-Aug-2016","       24.41","        3.30","        1.30"
"16-Aug-2016","       24.36","        3.29","        1.30"
"17-Aug-2016","       24.34","        3.29","        1.30"
"18-Aug-2016","       24.47","        3.31","        1.29"
"19-Aug-2016","       24.47","        3.27","        1.30"
"22-Aug-2016","       24.35","        3.26","        1.30"
"23-Aug-2016","       24.46","        3.25","        1.30"
"24-Aug-2016","       24.54","        3.26","        1.30"
"25-Aug-2016","       24.38","        3.24","        1.31"
"26-Aug-2016","       24.29","        3.24","        1.27"
"29-Aug-2016","       24.37","        3.24","        1.28"
"30-Aug-2016","       24.73","        3.29","        1.27"
"31-Aug-2016","       24.83","        3.30","        1.26"
"01-Sep-2016","       24.80","        3.30","        1.26"
"02-Sep-2016","       24.89","        3.31","        1.26"
"06-Sep-2016","       25.27","        3.36","        1.24"
"07-Sep-2016","       25.22","        3.34","        1.26"
"08-Sep-2016","       25.32","        3.35","        1.26"
"09-Sep-2016","       25.08","        3.32","        1.27"
"12-Sep-2016","       24.61","        3.26","        1.29"
"14-Sep-2016","       24.68","        3.27","        1.29"
"15-Sep-2016","       24.69","        3.27","        1.29"
"16-Sep-2016","       24.79","        3.28","        1.31"
"19-Sep-2016","       24.87","        3.29","        1.31"
"20-Sep-2016","       24.80","        3.28","        1.31"
"21-Sep-2016","       24.84","        3.28","        1.31"
"22-Sep-2016","       25.16","        3.31","        1.30"
"23-Sep-2016","       24.98","        3.30","        1.30"
"26-Sep-2016","       24.70","        3.26","        1.31"
"27-Sep-2016","       24.65","        3.26","        1.32"
"28-Sep-2016","       24.74","        3.27","        1.32"
"29-Sep-2016","       24.16","        3.20","        1.34"
"30-Sep-2016","       24.34","        3.28","        1.33"
"03-Oct-2016","       24.79","        3.33","        1.30"
"04-Oct-2016","       24.94","        3.35","        1.30"
"05-Oct-2016","       24.39","        3.34","        1.30"
"06-Oct-2016","       24.48","        3.33","        1.31"
"07-Oct-2016","       24.44","        3.32","        1.31"
"10-Oct-2016","       24.33","        3.32","        1.31"
"13-Oct-2016","       24.11","        3.27","        1.33"
"14-Oct-2016","       23.94","        3.27","        1.33"
"17-Oct-2016","       23.96","        3.25","        1.34"
"18-Oct-2016","       24.20","        3.31","        1.31"
"19-Oct-2016","       24.36","        3.31","        1.31"
"20-Oct-2016","       24.42","        3.32","        1.31"
"21-Oct-2016","       24.21","        3.32","        1.31"
"24-Oct-2016","       24.20","        3.32","        1.31"
"25-Oct-2016","       24.18","        3.32","        1.31"
"26-Oct-2016","       24.22","        3.29","        1.32"
"27-Oct-2016","       24.15","        3.28","        1.32"
"28-Oct-2016","       24.26","        3.30","        1.32"
"30-Oct-2016","       24.25","        3.29","        1.32"
"01-Nov-2016","       24.26","        3.30","        1.32"
"02-Nov-2016","       23.92","        3.25","        1.34"
"03-Nov-2016","       23.80","        3.23","        1.34"
"04-Nov-2016","       23.57","        3.21","        1.35"
"07-Nov-2016","       23.55","        3.23","        1.34"
"08-Nov-2016","       23.43","        3.25","        1.34"
"09-Nov-2016","       23.28","        3.21","        1.36"
"10-Nov-2016","       23.48","        3.24","        1.34"
"11-Nov-2016","       22.76","        3.15","        1.38"
"15-Nov-2016","       21.98","        3.09","        1.42"
"16-Nov-2016","       22.24","        3.10","        1.41"
"17-Nov-2016","       22.11","        3.09","        1.42"
"18-Nov-2016","       22.06","        3.09","        1.42"
"21-Nov-2016","       21.72","        3.03","        1.45"
"22-Nov-2016","       21.94","        3.06","        1.43"
"23-Nov-2016","       22.06","        3.08","        1.42"
"24-Nov-2016","       21.82","        3.06","        1.43"
"25-Nov-2016","       22.09","        3.12","        1.40"
"28-Nov-2016","       22.15","        3.13","        1.40"
"29-Nov-2016","       22.04","        3.14","        1.40"
"30-Nov-2016","       22.23","        3.17","        1.38"
"01-Dec-2016","       22.14","        3.15","        1.39"
"02-Dec-2016","       21.85","        3.11","        1.41"
"05-Dec-2016","       21.95","        3.13","        1.40"
"06-Dec-2016","       22.16","        3.14","        1.40"
"07-Dec-2016","       21.90","        3.12","        1.40"
"08-Dec-2016","       22.46","        3.18","        1.38"
"09-Dec-2016","       22.48","        3.18","        1.38"
"12-Dec-2016","       22.06","        3.15","        1.39"
"13-Dec-2016","       22.16","        3.16","        1.39"
"14-Dec-2016","       22.04","        3.14","        1.40"
"15-Dec-2016","       21.97","        3.13","        1.40"
"16-Dec-2016","       21.95","        3.13","        1.40"
"19-Dec-2016","       21.86","        3.11","        1.41"
"20-Dec-2016","       21.78","        3.10","        1.41"
"21-Dec-2016","       21.72","        3.09","        1.42"
"22-Dec-2016","       21.69","        3.06","        1.43"
"23-Dec-2016","       21.86","        3.06","        1.43"
"26-Dec-2016","       21.77","        3.02","        1.45"
"27-Dec-2016","       22.13","        3.07","        1.43"
"28-Dec-2016","       22.15","        3.08","        1.43"
"29-Dec-2016","       22.35","        3.10","        1.41"
"30-Dec-2016","       22.40","        3.13","        1.40"
