Price,Close,High,Low,Open,Volume
Ticker,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS
Date,,,,,
2005-09-26,3774.60009765625,3776.64990234375,3686.300048828125,3686.300048828125,0
2005-09-27,3803.949951171875,3831.64990234375,3768.60009765625,3768.60009765625,0
2005-09-28,3827.199951171875,3833.5,3805.5,3805.5,0
2005-09-29,3813.550048828125,3858.949951171875,3810.25,3843.14990234375,0
2005-09-30,3807.39990234375,3831.800048828125,3745.85009765625,3829.5,0
2005-10-03,3861.10009765625,3867.14990234375,3821.35009765625,3822.449951171875,0
2005-10-04,3912.89990234375,3917.300048828125,3867.14990234375,3867.14990234375,0
2005-10-05,3889.449951171875,3922.800048828125,3880.35009765625,3922.800048828125,0
2005-10-06,3828.800048828125,3878.75,3825.14990234375,3852.39990234375,0
2005-10-07,3805.800048828125,3870.949951171875,3784.10009765625,3831.14990234375,0
2005-10-10,3787.39990234375,3837.75,3783.199951171875,3822.39990234375,0
2005-10-11,3785.949951171875,3802.85009765625,3733.14990234375,3797.10009765625,0
2005-10-13,3751.14990234375,3807.5,3741.25,3780.199951171875,0
2005-10-14,3679.300048828125,3761.35009765625,3671.39990234375,3751.85009765625,0
2005-10-17,3661.35009765625,3697.25,3630.64990234375,3687.64990234375,0
2005-10-18,3641.199951171875,3708.5,3627.64990234375,3671.550048828125,0
2005-10-19,3539.39990234375,3621.800048828125,3526.5,3621.800048828125,0
2005-10-20,3489.64990234375,3607.85009765625,3457.85009765625,3539.60009765625,0
2005-10-21,3537.85009765625,3549.449951171875,3455.75,3499.85009765625,0
2005-10-24,3534.300048828125,3579.14990234375,3528.75,3558.199951171875,0
2005-10-25,3546.60009765625,3562.14990234375,3524.199951171875,3557.25,0
2005-10-26,3536.25,3561.199951171875,3532.449951171875,3555.75,0
2005-10-27,3469.89990234375,3542.39990234375,3461.199951171875,3535.85009765625,0
2005-10-28,3407.949951171875,3470.35009765625,3399.64990234375,3470.35009765625,0
2005-10-31,3478.64990234375,3482.89990234375,3406.60009765625,3420.550048828125,0
2005-11-02,3537.39990234375,3539.949951171875,3477.0,3520.050048828125,0
2005-11-07,3602.25,3604.449951171875,3536.64990234375,3540.199951171875,0
2005-11-08,3647.89990234375,3663.050048828125,3610.35009765625,3610.35009765625,0
2005-11-09,3641.25,3688.39990234375,3630.60009765625,3651.949951171875,0
2005-11-10,3651.199951171875,3662.0,3637.60009765625,3650.35009765625,0
2005-11-11,3699.60009765625,3701.5,3663.050048828125,3663.050048828125,0
2005-11-14,3711.5,3737.60009765625,3686.85009765625,3721.050048828125,0
2005-11-16,3736.800048828125,3739.85009765625,3724.75,3729.60009765625,0
2005-11-17,3755.699951171875,3759.800048828125,3720.10009765625,3752.5,0
2005-11-18,3779.0,3799.25,3766.64990234375,3766.64990234375,0
2005-11-21,3756.300048828125,3790.64990234375,3747.85009765625,3777.0,0
2005-11-22,3731.0,3772.35009765625,3727.5,3754.25,0
2005-11-23,3740.199951171875,3754.0,3726.85009765625,3738.60009765625,0
2005-11-24,3765.199951171875,3771.800048828125,3756.5,3760.699951171875,0
2005-11-25,3807.0,3809.699951171875,3772.89990234375,3772.89990234375,0
2005-11-28,3860.75,3885.75,3851.35009765625,3851.35009765625,0
2005-11-29,3843.39990234375,3863.550048828125,3823.64990234375,3863.550048828125,0
2005-11-30,3832.5,3896.85009765625,3824.25,3853.199951171875,0
2005-12-01,3884.800048828125,3889.949951171875,3825.39990234375,3844.10009765625,0
2005-12-02,3899.64990234375,3924.0,3890.949951171875,3907.75,0
2005-12-05,3877.39990234375,3926.050048828125,3872.449951171875,3918.050048828125,0
2005-12-06,3872.5,3898.35009765625,3865.0,3889.449951171875,0
2005-12-07,3893.050048828125,3906.39990234375,3878.10009765625,3878.10009765625,0
2005-12-08,3905.75,3925.949951171875,3887.5,3925.949951171875,0
2005-12-09,3929.050048828125,3934.449951171875,3914.550048828125,3914.550048828125,0
2005-12-12,3931.35009765625,3955.050048828125,3925.550048828125,3940.10009765625,0
2005-12-13,3972.39990234375,3975.60009765625,3922.550048828125,3922.550048828125,0
2005-12-14,3972.75,4006.300048828125,3959.89990234375,3989.64990234375,0
2005-12-15,3939.800048828125,3999.550048828125,3923.449951171875,3988.39990234375,0
2005-12-16,3967.60009765625,3970.10009765625,3938.300048828125,3950.14990234375,0
2005-12-19,4006.89990234375,4007.60009765625,3982.050048828125,3982.050048828125,0
2005-12-20,3991.14990234375,4024.85009765625,3977.75,4016.949951171875,0
2005-12-21,3989.89990234375,4015.949951171875,3974.5,3989.14990234375,0
2005-12-22,4002.89990234375,4005.60009765625,3981.35009765625,3996.75,0
2005-12-23,3964.39990234375,4027.949951171875,3956.25,4010.300048828125,0
2005-12-26,3879.800048828125,3961.800048828125,3870.89990234375,3961.800048828125,0
2005-12-27,3957.85009765625,3961.199951171875,3874.75,3879.10009765625,0
2005-12-28,3960.60009765625,3983.14990234375,3945.949951171875,3961.949951171875,0
2005-12-29,3986.199951171875,3991.85009765625,3964.75,3969.0,0
2005-12-30,4030.449951171875,4033.550048828125,3998.0,3998.0,0
2006-01-02,4056.699951171875,4063.89990234375,4039.60009765625,4044.550048828125,0
2006-01-03,4116.7001953125,4117.89990234375,4067.199951171875,4067.199951171875,0
2006-01-04,4147.0,4152.60009765625,4123.89990234375,4127.89990234375,0
2006-01-05,4176.5,4181.35009765625,4127.25,4153.9501953125,0
2006-01-06,4203.25,4218.35009765625,4165.85009765625,4182.7998046875,0
2006-01-09,4238.0498046875,4247.75,4226.85009765625,4229.7998046875,0
2006-01-10,4213.64990234375,4245.39990234375,4207.5498046875,4241.75,0
2006-01-12,4201.9501953125,4230.7001953125,4176.89990234375,4203.60009765625,0
2006-01-13,4212.2001953125,4260.75,4200.7998046875,4200.7998046875,0
2006-01-16,4188.5498046875,4232.4501953125,4182.7998046875,4219.0,0
2006-01-17,4141.0498046875,4219.0,4131.5498046875,4200.7001953125,0
2006-01-18,4113.5498046875,4136.2998046875,4088.949951171875,4103.39990234375,0
2006-01-19,4185.0498046875,4187.0,4135.7001953125,4135.7001953125,0
2006-01-20,4223.7998046875,4233.2998046875,4193.25,4193.25,0
2006-01-23,4220.7001953125,4238.14990234375,4204.35009765625,4207.60009765625,0
2006-01-24,4228.2001953125,4270.14990234375,4224.0498046875,4237.2998046875,0
2006-01-25,4259.0498046875,4278.5,4236.75,4236.75,0
2006-01-27,4342.85009765625,4346.75,4273.7998046875,4273.7998046875,0
2006-01-30,4297.60009765625,4376.39990234375,4275.64990234375,4355.0498046875,0
2006-01-31,4308.14990234375,4317.64990234375,4299.10009765625,4301.7998046875,0
2006-02-01,4268.7998046875,4326.85009765625,4259.25,4316.5498046875,0
2006-02-02,4272.5,4308.0,4249.10009765625,4285.85009765625,0
2006-02-03,4287.4501953125,4302.7001953125,4258.75,4269.2998046875,0
2006-02-06,4347.85009765625,4355.2001953125,4289.0498046875,4298.7998046875,0
2006-02-07,4368.89990234375,4388.0,4345.10009765625,4366.0,0
2006-02-08,4370.75,4380.75,4357.14990234375,4378.7001953125,0
