Price,Close,High,Low,Open,Volume
Ticker,^CNXIT,^CNXIT,^CNXIT,^CNXIT,^CNXIT
Date,,,,,
2007-09-17,4573.5498046875,4673.25,4562.7001953125,4645.85009765625,0
2007-09-18,4576.75,4593.35009765625,4558.60009765625,4577.7001953125,0
2007-09-19,4667.2998046875,4700.75,4650.25,4674.10009765625,0
2007-09-20,4566.0498046875,4666.0,4558.2001953125,4666.0,0
2007-09-21,4603.85009765625,4632.10009765625,4476.85009765625,4559.14990234375,0
2007-09-24,4560.25,4631.75,4539.9501953125,4605.7001953125,0
2007-09-25,4540.60009765625,4592.7001953125,4520.9501953125,4581.60009765625,0
2007-09-26,4703.39990234375,4725.0498046875,4570.75,4608.14990234375,0
2007-09-27,4816.2001953125,4841.0,4745.5498046875,4754.25,0
2007-09-28,4804.2001953125,4882.85009765625,4769.4501953125,4790.64990234375,0
2007-10-01,4766.9501953125,4813.35009765625,4696.0,4813.35009765625,0
2007-10-03,4920.10009765625,4943.64990234375,4735.85009765625,4735.85009765625,0
2007-10-04,4908.0,4922.5498046875,4843.35009765625,4917.2998046875,0
2007-10-05,4868.4501953125,4912.5498046875,4842.7001953125,4908.89990234375,0
2007-10-08,4895.89990234375,4943.89990234375,4846.5498046875,4887.25,0
2007-10-09,5015.39990234375,5025.35009765625,4880.60009765625,4896.85009765625,0
2007-10-10,5171.60009765625,5187.35009765625,5027.0498046875,5027.0498046875,0
2007-10-11,4947.2998046875,5109.75,4899.9501953125,5109.75,0
2007-10-12,4877.85009765625,4903.2001953125,4802.2001953125,4898.89990234375,0
2007-10-15,4912.5498046875,4967.0,4863.0,4891.75,0
2007-10-16,4836.4501953125,4955.35009765625,4815.10009765625,4912.7001953125,0
2007-10-17,4882.89990234375,4897.64990234375,4572.2001953125,4742.5498046875,0
2007-10-18,4904.2998046875,5037.5,4846.7001953125,4939.10009765625,0
2007-10-19,4894.0498046875,4979.7001953125,4818.0498046875,4959.35009765625,0
2007-10-22,4807.0,4858.85009765625,4779.39990234375,4824.10009765625,0
2007-10-23,4807.25,4890.25,4797.25,4839.89990234375,0
2007-10-24,4756.85009765625,4884.39990234375,4739.85009765625,4860.7001953125,0
2007-10-25,4766.2001953125,4789.4501953125,4719.75,4757.89990234375,0
2007-10-26,4824.64990234375,4844.64990234375,4742.64990234375,4766.75,0
2007-10-29,4860.7998046875,4900.89990234375,4836.4501953125,4838.0,0
2007-10-30,4824.4501953125,4888.35009765625,4801.60009765625,4869.85009765625,0
2007-10-31,4793.64990234375,4833.25,4759.4501953125,4828.35009765625,0
2007-11-01,4751.7998046875,4836.2001953125,4738.64990234375,4811.9501953125,0
2007-11-02,4745.0498046875,4758.75,4655.2998046875,4686.7998046875,0
2007-11-05,4680.2001953125,4769.0,4667.14990234375,4743.5,0
2007-11-06,4654.7001953125,4716.9501953125,4646.7001953125,4679.2001953125,0
2007-11-07,4511.60009765625,4633.75,4489.5,4597.75,0
2007-11-08,4461.35009765625,4493.4501953125,4431.39990234375,4493.4501953125,0
2007-11-12,4331.35009765625,4395.60009765625,4297.0,4395.60009765625,0
2007-11-13,4281.2001953125,4369.5,4270.0,4320.10009765625,0
2007-11-14,4466.60009765625,4473.7001953125,4375.75,4376.0498046875,0
2007-11-15,4386.0,4465.7998046875,4369.89990234375,4465.7998046875,0
2007-11-16,4374.60009765625,4398.9501953125,4336.89990234375,4382.35009765625,0
2007-11-19,4390.85009765625,4436.9501953125,4356.35009765625,4365.2001953125,0
2007-11-20,4280.60009765625,4385.7001953125,4268.64990234375,4385.7001953125,0
2007-11-21,4201.25,4300.7001953125,4179.9501953125,4268.2001953125,0
2007-11-22,4172.75,4232.85009765625,4141.2001953125,4232.85009765625,0
2007-11-23,4238.60009765625,4271.10009765625,4177.7001953125,4177.7001953125,0
2007-11-26,4332.2001953125,4353.2998046875,4255.5,4255.5,0
2007-11-27,4355.9501953125,4363.35009765625,4284.89990234375,4338.0,0
2007-11-28,4312.39990234375,4393.0,4300.64990234375,4367.25,0
2007-11-29,4284.7001953125,4400.5498046875,4258.5498046875,4342.35009765625,0
2007-11-30,4431.14990234375,4452.39990234375,4303.2998046875,4303.2998046875,0
2007-12-03,4539.0,4562.39990234375,4434.60009765625,4434.60009765625,0
2007-12-04,4530.5498046875,4558.0,4505.2998046875,4538.89990234375,0
2007-12-05,4527.64990234375,4550.39990234375,4499.39990234375,4530.14990234375,0
2007-12-06,4555.7998046875,4594.5498046875,4529.75,4529.75,0
2007-12-07,4711.4501953125,4723.4501953125,4493.14990234375,4644.2998046875,0
2007-12-10,4679.14990234375,4763.35009765625,4663.89990234375,4729.25,0
2007-12-11,4690.0498046875,4714.9501953125,4650.10009765625,4695.0498046875,0
2007-12-12,4657.5498046875,4667.4501953125,4569.89990234375,4652.7998046875,0
2007-12-13,4580.25,4665.7001953125,4566.25,4658.89990234375,0
2007-12-14,4569.7001953125,4604.60009765625,4551.10009765625,4580.5498046875,0
2007-12-17,4467.35009765625,4611.35009765625,4447.4501953125,4607.5,0
2007-12-18,4452.0498046875,4488.5,4402.5,4469.60009765625,0
2007-12-19,4475.75,4512.0,4447.35009765625,4468.60009765625,0
2007-12-20,4593.7998046875,4614.14990234375,4450.5,4462.60009765625,0
2007-12-24,4872.2001953125,4885.14990234375,4608.39990234375,4608.39990234375,0
2007-12-26,4879.60009765625,4919.85009765625,4818.14990234375,4883.2001953125,0
2007-12-27,4874.2001953125,4913.9501953125,4839.2998046875,4887.14990234375,0
2007-12-28,4824.64990234375,4854.35009765625,4766.2001953125,4766.2001953125,0
2007-12-31,4812.60009765625,4860.9501953125,4778.9501953125,4833.10009765625,0
2008-01-01,4748.2001953125,4814.7998046875,4738.35009765625,4809.89990234375,0
2008-01-02,4722.5,4765.14990234375,4659.39990234375,4747.39990234375,0
2008-01-03,4616.85009765625,4704.60009765625,4602.4501953125,4679.89990234375,0
2008-01-04,4592.5,4654.25,4581.4501953125,4616.35009765625,0
2008-01-07,4460.9501953125,4580.0498046875,4453.5498046875,4580.0498046875,0
2008-01-08,4506.35009765625,4522.4501953125,4437.64990234375,4473.9501953125,0
2008-01-09,4529.10009765625,4597.14990234375,4511.64990234375,4511.64990234375,0
2008-01-10,4432.2001953125,4599.7001953125,4417.5,4544.9501953125,0
2008-01-11,4404.35009765625,4509.9501953125,4363.2001953125,4391.64990234375,0
2008-01-14,4268.14990234375,4413.85009765625,4259.14990234375,4405.5,0
2008-01-15,4195.39990234375,4307.5498046875,4185.60009765625,4278.5498046875,0
2008-01-16,4173.2998046875,4206.5,4132.7001953125,4188.5,0
2008-01-17,4138.14990234375,4205.10009765625,4123.85009765625,4205.10009765625,0
2008-01-18,4060.0,4145.5498046875,4041.89990234375,4139.5,0
2008-01-21,3786.14990234375,4042.10009765625,3712.800048828125,4031.0,0
2008-01-22,3626.5,3847.39990234375,3318.25,3770.10009765625,0
2008-01-23,3819.800048828125,3880.35009765625,3640.449951171875,3792.699951171875,0
2008-01-24,3726.050048828125,3944.449951171875,3696.300048828125,3891.0,0
2008-01-25,3948.14990234375,3983.89990234375,3727.10009765625,3727.10009765625,0
2008-01-28,3800.75,3895.25,3704.300048828125,3874.89990234375,0
2008-01-29,3864.89990234375,3921.25,3803.199951171875,3803.199951171875,0
2008-01-30,3846.64990234375,3873.050048828125,3820.5,3864.89990234375,0
2008-01-31,3838.14990234375,3914.89990234375,3776.75,3850.449951171875,0
2008-02-01,4074.14990234375,4102.0498046875,3849.64990234375,3856.0,0
2008-02-04,4257.35009765625,4296.9501953125,4099.75,4099.75,0
2008-02-05,4192.5498046875,4257.85009765625,4103.10009765625,4257.85009765625,0
2008-02-06,3976.449951171875,4191.5,3956.699951171875,4191.5,0
2008-02-07,3846.25,3992.85009765625,3829.5,3973.39990234375,0
2008-02-08,3961.050048828125,4004.35009765625,3844.0,3844.0,0
2008-02-11,3956.14990234375,4044.35009765625,3876.5,3961.35009765625,0
2008-02-12,3880.14990234375,4063.89990234375,3865.0,3972.0,0
2008-02-13,3874.800048828125,3930.199951171875,3817.10009765625,3870.10009765625,0
2008-02-14,3921.60009765625,3988.39990234375,3900.800048828125,3900.800048828125,0
2008-02-15,3956.60009765625,3969.5,3857.75,3877.39990234375,0
2008-02-18,3903.64990234375,3981.449951171875,3884.5,3959.14990234375,0
2008-02-19,3937.85009765625,3994.199951171875,3898.60009765625,3898.60009765625,0
2008-02-20,3943.949951171875,4003.64990234375,3926.050048828125,3964.050048828125,0
2008-02-21,4110.25,4139.2998046875,3966.35009765625,3966.35009765625,0
2008-02-22,4017.300048828125,4109.14990234375,4000.35009765625,4109.14990234375,0
2008-02-25,4082.699951171875,4088.0,4005.800048828125,4044.699951171875,0
2008-02-26,4138.9501953125,4147.4501953125,4090.449951171875,4124.7001953125,0
2008-02-27,4058.60009765625,4192.5498046875,4048.5,4138.75,0
2008-02-28,4062.35009765625,4079.199951171875,4015.64990234375,4067.89990234375,0
2008-02-29,3984.5,4060.39990234375,3932.64990234375,4055.25,0
2008-03-03,3825.10009765625,3937.25,3793.89990234375,3932.050048828125,0
2008-03-04,3782.0,3863.64990234375,3759.89990234375,3863.64990234375,0
2008-03-05,3902.75,3917.14990234375,3777.64990234375,3812.85009765625,0
2008-03-07,3762.050048828125,3880.949951171875,3703.25,3880.949951171875,0
2008-03-10,3701.39990234375,3797.60009765625,3676.300048828125,3742.550048828125,0
2008-03-11,3669.050048828125,3700.39990234375,3649.199951171875,3700.39990234375,0
2008-03-12,3621.300048828125,3778.050048828125,3606.75,3698.85009765625,0
2008-03-13,3439.5,3583.550048828125,3406.199951171875,3583.550048828125,0
2008-03-14,3530.699951171875,3546.5,3394.89990234375,3394.89990234375,0
2008-03-17,3405.949951171875,3473.0,3388.800048828125,3454.35009765625,0
2008-03-18,3440.35009765625,3508.0,3377.550048828125,3415.550048828125,0
